EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3
0,0,64.11,2,2,69.07,0,77.21,0
0,0,68.34,1,4,88.11,0,0,79.33
0,0,56.19,3,4,52.23,0,68.47,0
0,0,63.87,1,2,46.7,0,73.43,0
1,58.08,66.19,3,2,68.06,59.49,58.19,0
1,55.92,57.51,1,1,65.11,0,50.07,0
1,63.26,66.7,2,4,54.69,0,61.28,55.52
0,0,61.65,2,3,64.16,0,0,69.93
1,81.07,82.35,3,4,64.25,88.45,90.36,0
0,0,67.56,1,3,60.6,0,0,73.7
0,0,68.1,3,3,67.66,0,75.66,0
1,40.91,74.28,3,1,82.6,0,63.07,0
1,82.78,75.57,3,3,85.12,71.66,77.95,0
1,42.43,52.64,1,4,66.07,49.25,51.59,0
0,0,66.23,3,3,56.77,0,0,75.28
1,55.97,60.91,1,4,57,0,63.62,55.32
1,57.45,68.55,3,4,71.91,70.95,72.67,0
0,0,64.64,3,2,71.82,0,72.52,0
1,78.32,71.57,2,2,69.77,69.7,77.08,0
0,0,60.2,2,1,71.59,71.49,0,0
1,59.5,64.32,3,1,57.17,0,60.65,0
1,37.04,64.09,2,2,66.69,42.87,46.36,0
0,0,80.83,3,3,72.25,0,0,89.6
0,0,73.68,2,1,64.59,0,0,83.3
1,63.59,73.69,3,3,60.76,75.9,0,70.19
1,80.97,67.14,2,2,91.98,77.12,0,67.55
0,0,66.15,1,1,63.38,80.77,0,0
1,64.48,75.61,3,3,77.47,71.46,71.5,0
1,84.73,77.77,3,3,71.3,0,84.84,81.37
1,36.75,70.15,1,2,62.76,60.23,59.52,0
1,53.16,81.42,1,3,88.83,64.93,67.68,0
1,81.39,82.74,1,3,85.32,82.56,82.79,0
1,74.04,53.35,1,4,54.08,0,71.63,61.83
0,0,74.3,1,2,82.07,80.42,0,0
0,0,69.57,2,2,79.07,77.17,0,0
1,64.91,73.88,2,3,59.35,76.2,66.59,0
0,0,81.16,2,3,74.95,90.51,0,0
1,65.67,60.79,2,2,58.62,71.5,67.54,0
0,0,53.8,2,4,78.02,0,0,61.78
0,0,81.06,1,2,78.47,0,88.1,0
1,62.89,60.02,3,2,64.21,0,68.1,58.65
1,42.64,63.14,2,2,60.54,60.13,0,52.71
1,71.56,72.05,3,2,64.5,61.81,81.21,0
1,58.04,63.14,1,1,80.53,0,62.15,0
1,87.33,54.08,3,1,55.74,0,68.07,0
0,0,70.34,1,4,72.21,0,0,79.39
1,66.31,62.19,3,2,54.9,66.56,67.57,0
1,63.7,75.98,3,3,74.48,71.15,73.95,0
1,50.62,64.94,1,4,78.38,50.8,0,52.98
0,0,63.12,1,1,77.97,0,73.21,0
0,0,67.9,2,3,60.2,0,78.23,0
1,59.78,80.52,1,2,61.49,75.84,0,72.37
1,55.49,79.08,2,4,67.96,73.73,0,64.89
0,0,59.07,2,3,82.31,68.4,0,0
1,31.61,98,1,4,71.25,0,55.9,67.34
1,57.33,66.74,3,3,64.04,0,65.83,68.83
1,63.76,58.48,2,4,82.46,65.5,0,54.66
0,0,78.88,2,3,74.05,0,90.28,0
0,0,66.38,2,3,69.3,73.94,0,0
0,0,91.54,1,4,71.51,0,100,0
1,55.85,78.47,1,4,78.44,70.9,0,65.82
0,0,68.01,3,1,47.38,0,80.53,0
0,0,85.75,2,1,85.32,0,0,97
0,0,78.49,3,2,63.14,0,0,88.78
0,0,57.71,1,3,69.5,0,66.44,0
0,0,78.88,2,2,62.47,0,0,89.78
0,0,64.84,1,2,73.06,71.72,0,0
1,51.09,69.17,2,4,65.65,0,50.96,62.91
1,29.82,71.31,1,3,69.64,0,50.93,46.91
1,68.85,61.21,1,2,76.08,0,59.85,72.27
0,0,56.67,3,3,74.07,0,64.74,0
0,0,73.68,3,2,75.37,87.27,0,0
1,83.77,56.12,1,4,69.09,0,71.35,76.76
1,69.72,44.25,2,1,67.79,0,57.32,0
1,42.91,61.64,3,1,64.77,42.76,0,0
0,0,73.31,2,3,67.49,0,0,86.05
1,73.06,67.3,1,3,66.27,0,78.96,63.83
0,0,82.67,3,3,53.87,0,86.5,0
1,79.44,71.84,1,2,67.31,68.47,80.13,0
0,0,62.34,2,2,82.23,0,0,72.95
1,68.05,65.6,3,4,73.68,76.82,0,59.06
1,66.07,55.63,3,3,70.98,59.43,58.28,0
1,62.87,80.86,2,4,74.59,78.27,0,81.6
0,0,56.19,1,2,50.01,0,0,68.83
1,53.19,60.8,2,4,52.63,64.83,0,63.27
0,0,68.4,1,4,70.29,77.13,0,0
0,0,70.02,1,2,36.08,0,0,81.17
1,68.44,54.97,2,2,96.67,57.96,68,0
0,0,60.94,1,1,60.34,71.15,0,0
1,52.49,72.65,3,2,79.24,60.48,0,59.97
0,0,81.3,3,1,67.35,0,0,94.97
0,0,73.49,3,2,72.58,0,0,82.87
1,86.62,69.74,3,4,78.3,84.39,0,85.77
0,0,54.38,3,3,62.64,0,64.32,0
0,0,63.83,3,1,72.41,0,73.86,0
0,0,75.21,3,3,64.92,86.16,0,0
0,0,80.81,3,4,99.25,0,87.17,0
0,0,78.89,1,4,69.71,0,0,88
0,0,71.38,3,4,56.36,0,0,78.96
0,0,82.05,3,1,69.54,0,0,90.99
0,0,98.81,1,1,75.71,0,100,0
0,0,64.06,1,4,64.79,0,76.16,0
1,48.33,62.37,1,4,59.65,55.01,47.65,0
0,0,85.18,1,2,83.99,0,92.03,0
1,38.3,72.35,1,4,71.35,0,60.8,52.37
1,36.26,71.12,1,4,57.17,61.57,0,60.53
0,0,73.92,2,3,80.19,0,0,84.68
1,63.39,63.46,2,2,83.99,69.1,68.51,0
1,51.76,59.65,1,4,71.05,0,65.33,53.66
1,43.52,62.23,1,3,70.06,62.15,0,51.94
0,0,82.46,3,4,53.07,0,0,93.99
0,0,55.63,3,2,73.47,0,62.97,0
1,68.01,74.99,1,4,66.1,70.52,0,69.96
1,64.77,64.42,3,1,68.92,67.39,0,0
1,66.52,66.47,3,2,70.24,0,76.21,70.91
1,68.1,77.43,1,2,80.73,0,64.85,76.77
0,0,78.44,3,3,64.84,89.65,0,0
1,54.37,73.43,2,1,75.92,63.12,0,0
0,0,51.27,2,3,73.36,0,0,60.84
1,33.88,85.71,3,1,58.48,56.23,0,0
0,0,83.1,2,1,70.15,0,93.13,0
0,0,70.91,1,1,71.56,0,0,80.24
0,0,70.1,1,1,77.61,78.94,0,0
0,0,88.01,1,4,71.97,0,0,99.63
1,54.89,79.47,1,2,68.27,70.38,71.35,0
1,41.05,69.71,2,4,86.65,54.08,55.08,0
1,18.34,67.08,1,4,69.5,47.36,0,41.58
1,77.28,68.06,3,3,78.11,0,79.45,82.64
1,51.16,81.77,1,3,60.91,0,67.16,74.06
0,0,80.4,2,2,66.38,0,0,91.95
1,61.97,53.87,3,2,91.12,0,59.74,62.42
0,0,74.65,3,1,74.01,83.81,0,0
1,54.75,78.64,3,2,49.51,58.03,73.66,0
0,0,54.94,2,2,61.5,0,66.03,0
1,67.58,69.97,3,1,76.41,0,75.48,0
0,0,52.23,1,3,61.23,0,0,65.35
1,36.26,71.29,1,1,71.12,0,52.87,0
1,93.65,49.17,2,2,56.19,66.83,75.19,0
0,0,63.18,2,4,85.07,0,74.49,0
0,0,63.89,1,4,81.4,0,0,72.87
0,0,62.91,1,2,69.37,0,74.81,0
1,81.08,84.52,3,3,86.63,0,85.45,73.21
1,84.27,75.36,1,1,81.74,71,0,0
1,47.63,66,1,3,74.32,64.31,0,48.69
0,0,60.67,1,2,85.93,0,71.18,0
0,0,67.61,3,3,59.52,0,0,78.05
1,47.79,59.71,3,3,80.86,47.39,49.97,0
0,0,79.73,2,1,73.49,89.31,0,0
0,0,89.97,3,2,58.2,0,99.25,0
1,68.12,80.53,1,3,57.87,73.34,74.36,0
0,0,73.32,2,1,72.57,0,84.84,0
0,0,68.34,1,3,74.14,0,79.97,0
0,0,65.95,1,2,72.74,0,0,78.26
1,67.62,87.45,1,2,65.1,68.37,82.31,0
0,0,64.24,1,1,67.9,0,72.66,0
1,41.98,85.61,2,1,53.62,72.82,0,0
0,0,58.68,2,3,53.67,0,64.88,0
1,51.94,67.04,3,4,76.46,68.65,0,62.02
0,0,52.86,3,2,66.23,0,62.69,0
1,83.64,71.59,1,3,54.29,69.28,69.31,0
1,67.53,57.36,2,2,61.53,0,65.32,69.74
0,0,86.65,2,1,62.96,97.35,0,0
0,0,74.12,1,3,59.81,0,84.51,0
1,45.71,75.37,1,3,58.1,64.27,0,54.48
0,0,72.83,3,1,52.86,0,83.09,0
1,51.58,59.07,1,3,77,0,58.74,57.24
0,0,71.24,2,3,74.12,81.82,0,0
1,64.62,88.37,3,2,87.8,68.71,0,79.66
0,0,70.09,3,4,57.8,0,79.22,0
0,0,59.83,2,2,83.26,68.73,0,0
0,0,51.48,3,3,72.82,0,61.69,0
0,0,62.87,3,2,66.9,0,0,72.22
1,64.79,52.38,2,3,57.93,66.83,58.77,0
1,57.93,78.31,3,3,68.51,76.67,0,71.83
0,0,77.81,3,3,89.97,0,84.21,0
1,39.77,61.24,2,3,80.73,47.77,0,47.61
