EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3,Course4,Course5,Course6,Course7
0,0,61.62,2,2,66.5,0,0,0,0,0,0,71.18
1,56.66,75.61,3,1,71.4,75.31,0,0,0,0,0,0
0,0,57.4,2,3,68.86,0,0,0,0,66.78,0,0
0,0,66.67,2,3,69.43,0,0,0,0,0,0,77
0,0,67.96,3,2,81.16,0,0,0,0,0,0,77.58
0,0,63.09,2,3,64.28,0,0,0,0,0,0,76.93
0,0,47.94,1,2,64.68,0,0,0,0,58.64,0,0
1,60.9,74.48,2,1,100,77.05,0,0,0,0,0,0
0,0,62.44,2,4,69.17,0,0,0,0,0,70.56,0
1,48.57,83.26,1,2,69.13,0,68.15,0,0,0,72.59,0
0,0,66.58,3,3,67.86,0,0,0,0,0,0,75.94
1,74.05,64.59,1,1,53.98,61.95,0,0,0,0,0,0
1,52.12,70.92,3,3,77.59,0,0,0,0,0,59.92,54.76
1,64.07,80.53,1,1,80.07,73.74,0,0,0,0,0,0
1,47.98,64.37,3,2,63.3,0,0,0,0,0,55.41,51.43
1,50.29,80.15,1,2,59,55.82,61.48,0,0,0,0,0
0,0,84.4,1,1,80.29,0,0,0,0,94.44,0,0
1,73.96,79.9,1,2,80.12,0,0,67.52,0,0,0,83.33
1,57.37,86.26,3,4,78.22,78.42,0,0,0,0,0,69.04
1,38.67,82.93,3,4,89.1,54.45,0,0,0,0,0,51.87
1,89.97,85.15,3,4,85.11,94.87,0,0,0,0,96.17,0
0,0,86.04,2,3,67.96,0,0,0,0,93.84,0,0
1,36.88,72.08,2,1,58.91,0,62.95,0,0,0,0,0
1,98.92,65.71,1,3,57.87,0,0,0,0,0,86.55,80.28
0,0,47.38,1,1,85.7,0,0,0,0,0,57.37,0
0,0,56.77,1,4,61.65,0,0,0,0,68.9,0,0
1,49.75,65.52,1,3,68.64,0,0,0,0,0,52.15,65.31
0,0,66.18,1,2,91.11,0,0,0,0,76.96,0,0
0,0,68.47,2,3,76.06,0,0,0,0,79.98,0,0
0,0,59.99,1,4,78.78,0,0,0,0,0,0,69.73
0,0,54.04,2,4,70.53,0,0,0,0,0,0,67.15
1,52.18,68.7,2,4,79.16,0,0,0,0,54.05,0,57.59
1,42.23,68.11,1,2,72.04,0,0,0,0,0,47.53,63.92
0,0,61.92,3,4,68.37,0,0,0,0,71.57,0,0
0,0,62.58,2,4,86.22,0,0,0,0,0,74.23,0
1,47.74,60.6,2,3,72.23,0,0,0,0,0,49.51,60.18
0,0,66.03,3,1,73.91,0,0,0,0,77.71,0,0
1,75.46,61.44,2,3,81.82,0,0,0,0,78.3,0,76.4
1,29.29,82.6,3,3,67.16,0,0,0,0,0,62.05,60.55
1,41.6,72.41,1,1,58.18,0,49.74,0,0,0,0,0
1,74.51,60.28,1,2,75.37,0,0,0,0,60.25,59.69,0
0,0,67.2,1,3,67.49,0,0,0,0,0,77.56,0
0,0,58.2,2,3,65.87,0,0,0,0,66.96,0,0
0,0,80.12,3,1,69.19,0,0,0,0,0,88.38,0
1,57.71,83.84,3,1,62.18,74.93,0,0,0,0,0,0
0,0,82.52,2,4,76.54,0,0,0,0,92.04,0,0
1,79.14,58.55,3,3,85.41,69.54,0,0,0,0,65.1,0
1,79.88,69.09,2,4,85.72,0,0,0,0,0,66.38,84.37
1,63.08,65.98,2,1,62.91,0,65.06,0,0,0,0,0
0,0,75.62,2,2,62.15,0,0,0,0,87.82,0,0
1,95.09,59.92,1,2,86.13,0,0,0,0,0,86.82,70.88
0,0,63.24,3,4,64.39,0,0,0,0,0,0,72.62
0,0,65.87,3,3,67.51,0,0,0,0,0,0,75.3
1,65.47,71.53,2,1,76.82,0,58.83,0,0,0,0,0
0,0,76.94,1,3,84.35,0,0,0,0,0,87.17,0
1,83.89,66.71,2,2,73.1,0,0,0,0,79.47,81.34,0
1,56.12,76.64,2,4,41.07,0,0,73.99,0,0,72.3,0
0,0,78.22,2,2,63.57,0,0,0,0,87.47,0,0
0,0,67.87,3,2,58.21,0,0,0,0,75.81,0,0
1,55.32,57.54,3,2,65.78,0,0,0,0,50.57,0,53.75
0,0,58.29,1,2,74.17,0,0,0,0,67.23,0,0
1,44.9,75.92,2,4,73.63,0,0,56.43,63.31,0,0,0
0,0,65.24,2,3,58.29,0,0,0,0,74.14,0,0
1,48.12,52.87,3,2,71.55,0,0,0,0,0,52.05,53.56
0,0,76.13,2,4,68.44,0,0,0,0,0,0,83.22
1,65.49,71.3,1,3,79.76,0,68.51,0,0,69.17,0,0
0,0,55.94,1,2,59.67,0,0,0,0,71.52,0,0
1,67.22,81.79,1,1,73.22,0,65.41,0,0,0,0,0
0,0,78.37,2,2,48.36,0,0,0,0,0,0,90.11
0,0,71.39,3,1,47.68,0,0,0,0,0,0,78.43
0,0,57.26,3,3,63.32,0,0,0,0,0,0,66.99
1,64.13,55.98,2,1,79.14,0,69.46,0,0,0,0,0
0,0,66.93,2,2,56.05,0,0,0,0,0,80.05,0
1,67.61,52.86,3,1,65.5,0,61.54,0,0,0,0,0
0,0,74.05,1,2,63.99,0,0,0,0,0,0,84.23
1,45.79,55.89,1,4,77.84,0,0,0,0,44.19,42.61,0
0,0,71.65,1,2,59.02,0,0,0,0,80.34,0,0
0,0,67.12,1,3,65.31,0,0,0,0,78.12,0,0
0,0,77.12,2,4,54.06,0,0,0,0,0,0,84.74
0,0,60.62,1,2,83.51,0,0,0,0,0,0,73.93
0,0,72.74,3,4,81.78,0,0,0,0,0,80.94,0
1,72.95,56.05,3,2,72.89,0,0,0,0,0,69.34,57.34
0,0,77.96,3,4,69,0,0,0,0,90.54,0,0
0,0,68.85,3,1,68.35,0,0,0,0,0,0,79.64
1,40.81,74.96,1,4,68.26,0,0,0,66.51,66.13,0,0
0,0,56.79,3,2,72.27,0,0,0,0,0,66.84,0
0,0,74.99,1,1,77.36,0,0,0,0,84.26,0,0
0,0,73.06,1,3,48.36,0,0,0,0,83.93,0,0
1,72.45,73.64,2,3,61.47,65.27,0,0,0,0,0,64.41
0,0,73.13,3,3,61.83,0,0,0,0,0,0,81.46
0,0,68.07,1,4,46.18,0,0,0,0,0,77.31,0
1,60.18,82.41,1,2,69.21,0,0,74.89,0,0,0,67.55
0,0,68.44,3,1,54.14,0,0,0,0,0,77.28,0
1,70.36,62.61,3,2,81.97,0,0,0,0,0,62.47,65.57
0,0,69.41,3,1,83.25,0,0,0,0,0,0,79.48
0,0,60.49,3,2,78.01,0,0,0,0,72.12,0,0
1,74.53,65.36,2,4,52.81,0,0,0,0,63.81,0,65.45
1,63.38,68.23,1,4,52.94,0,0,0,0,72.37,0,62.89
0,0,66.2,1,3,64.65,0,0,0,0,0,0,79.42
0,0,71.99,3,4,87.77,0,0,0,0,0,83.37,0
0,0,89.46,1,3,96.31,0,0,0,0,100,0,0
1,53.91,75.71,1,3,88.01,0,0,63.87,56.97,0,0,0
1,47.04,80.72,2,4,76.94,66.8,58.9,0,0,0,0,0
0,0,64.96,2,1,69.73,0,0,0,0,0,0,79.07
0,0,64.13,1,1,44.61,0,0,0,0,73.91,0,0
0,0,66.22,2,3,82.05,0,0,0,0,0,0,72.57
0,0,78.53,3,4,70.02,0,0,0,0,85.29,0,0
0,0,48.52,2,2,71.44,0,0,0,0,60.24,0,0
1,75.97,59.67,2,3,48.52,0,0,0,0,66.52,0,71.58
0,0,71.02,3,4,71.09,0,0,0,0,0,0,79.9
1,66.5,67.76,3,3,59,61.01,0,0,0,0,71.63,0
0,0,89.68,2,4,66.66,0,0,0,0,0,96.85,0
0,0,74.48,2,1,72.06,0,0,0,0,0,86.79,0
0,0,63.38,2,4,62.9,0,0,0,0,72.87,0,0
1,55.45,54.22,2,2,61.97,0,0,0,0,48.66,0,50.38
1,66.62,66.59,3,3,52.92,0,0,0,0,0,57.79,63.38
1,62.68,56.97,1,2,83.69,0,0,0,0,51.71,0,57.33
0,0,74.67,1,4,71.24,0,0,0,0,0,0,85.43
0,0,71.61,3,2,61.55,0,0,0,0,0,84.06,0
1,64.34,73.2,2,4,96.01,73.35,0,0,61.1,0,0,0
1,66.19,90.79,2,2,68.24,0,0,72.59,0,0,0,83.18
1,57.02,60.93,1,3,72.05,0,0,0,0,0,68.14,50.81
1,61.41,68.08,1,4,84.23,0,0,0,0,72.37,0,56.44
0,0,57.87,2,2,74.99,0,0,0,0,0,68.26,0
0,0,69.19,3,1,71.59,0,0,0,0,0,0,80.24
0,0,85.93,3,4,71.95,0,0,0,0,0,0,98.05
1,73.39,75.69,3,2,46.87,67.88,69.52,0,0,0,0,0
1,53.67,68.86,2,4,66.44,0,0,0,0,54.39,59.24,0
0,0,72.52,2,1,71.87,0,0,0,0,86.38,0,0
1,63.42,57.89,2,4,68.34,0,0,0,0,55.9,58.48,0
0,0,66.06,2,1,67.26,0,0,0,0,77.39,0,0
0,0,70.85,1,1,65.36,0,0,0,0,0,0,76.16
1,32.73,70.99,3,4,60.8,0,0,0,0,0,55.59,52.7
0,0,54.69,1,4,74.96,0,0,0,0,64.07,0,0
1,63.59,73.28,2,1,62.9,0,75.33,0,0,0,0,0
1,45,72.79,1,2,52.86,0,0,0,66.71,0,52.98,0
1,85.11,66.23,1,1,67.42,0,80.61,0,0,0,0,0
1,62.42,70.04,1,2,64.13,0,0,0,0,70.69,0,73.4
0,0,55.17,3,3,96.57,0,0,0,0,0,0,65.9
0,0,55.2,2,3,59.77,0,0,0,0,0,0,65.18
0,0,71.35,2,2,68.49,0,0,0,0,0,78.72,0
1,63.36,63.32,3,2,75.57,0,0,0,0,63.74,66.85,0
1,34.82,69.88,3,4,79.45,44.95,0,0,0,0,54.75,0
1,63.22,78.39,3,1,62.19,76.32,0,0,0,0,0,0
0,0,68.26,3,3,58.18,0,0,0,0,0,81.25,0
1,75.23,41.89,2,3,60.01,0,0,0,0,65.6,52.99,0
1,70.52,68.49,3,4,77.18,76.99,0,0,0,0,0,70.24
1,53.74,65.19,2,2,84.47,0,0,0,0,0,57.26,52.96
1,43.54,67.65,3,1,55.44,46.5,0,0,0,0,0,0
0,0,79,2,1,51.87,0,0,0,0,0,89.72,0
0,0,54.21,1,1,68.4,0,0,0,0,0,0,66.53
1,44.32,72.44,1,2,66.72,0,48.47,0,0,68.21,0,0
1,43.73,85.7,3,1,80.58,0,58.29,0,0,0,0,0
0,0,63.74,3,4,65.62,0,0,0,0,0,76.2,0
0,0,74.72,2,2,60.18,0,0,0,0,0,84.1,0
0,0,79.66,2,4,80.81,0,0,0,0,90.15,0,0
1,62.07,72.1,1,3,52.62,0,74.58,71.47,0,0,0,0
1,56.9,63.15,2,2,74.51,0,0,0,0,0,67.65,68.65
0,0,62.9,3,4,67.85,0,0,0,0,71.13,0,0
1,71.31,77.44,2,2,66.05,79.63,78.06,0,0,0,0,0
1,75.98,75.92,1,3,67.98,0,79.59,69.19,0,0,0,0
1,74.78,62.14,1,3,63.42,0,0,0,0,62.05,0,74.44
1,71.5,58.24,1,2,71.56,0,0,0,0,71.86,67.61,0
1,66.04,57.19,2,3,62.11,0,0,0,0,57.59,60.81,0
0,0,86.62,1,1,83.64,0,0,0,0,0,95.95,0
0,0,69.32,3,2,72.4,0,0,0,0,0,0,79.92
0,0,93.6,3,2,69.09,0,0,0,0,0,0,100
1,69.12,75.56,1,2,66.83,0,0,0,63.09,74.48,0,0
0,0,74.4,2,3,58.96,0,0,0,0,0,86.43,0
1,81.5,73.06,3,1,85.66,0,67.82,0,0,0,0,0
0,0,79.99,1,1,78.17,0,0,0,0,0,89.02,0
1,66.53,60.34,2,4,78.78,0,0,0,0,0,68.95,56.7
1,51.01,91.6,1,1,67.04,78.02,0,0,0,0,0,0
0,0,69,1,3,67.98,0,0,0,0,80.02,0,0
0,0,62.97,2,3,76.3,0,0,0,0,0,73.17,0
0,0,73.03,2,2,61.95,0,0,0,0,0,84.36,0
1,46.6,80.92,2,1,66.11,66.54,0,0,0,0,0,0
0,0,59.92,2,2,76.79,0,0,0,0,0,69.79,0
0,0,75.67,3,3,79.38,0,0,0,0,0,85.17,0
1,100,62.84,1,3,66.15,0,0,0,0,77.36,0,86.71
1,62.84,64.94,2,2,65.4,0,0,0,0,0,55.75,56.21
1,39.77,65.11,2,3,75.22,0,0,0,0,55.45,0,62.02
1,78.97,77.64,1,3,79.47,73.88,0,0,0,0,0,75.39
0,0,58.91,1,3,71.09,0,0,0,0,0,0,65.98
1,50.09,71.93,2,1,73.32,53.82,0,0,0,0,0,0
0,0,66.57,3,2,57.43,0,0,0,0,0,0,78.32
0,0,61.53,2,2,64.8,0,0,0,0,0,71.74,0
0,0,57.86,3,3,66.2,0,0,0,0,0,0,70.15
0,0,57.97,3,4,77.01,0,0,0,0,0,0,66.21
1,61.48,53.66,2,3,73.17,0,0,0,0,62.86,64.24,0
1,65.72,78.96,2,4,85.18,0,0,0,80.32,0,0,69.44
1,61.01,67.58,3,1,67.08,60.43,0,0,0,0,0,0
0,0,71.59,2,4,62.1,0,0,0,0,0,81.96,0
1,64.26,81.78,1,4,53.19,64.14,0,79.89,0,0,0,0
0,0,57.8,2,3,86.35,0,0,0,0,0,0,68.81
0,0,60.58,2,1,72.08,0,0,0,0,0,69.6,0
1,38.55,72.55,2,1,69.47,59.08,0,0,0,0,0,0
1,59.08,51.76,2,2,74.3,0,0,0,0,0,51.51,56.08
1,38.51,64.21,1,2,60.75,0,0,0,0,0,47.04,46.72
1,61.31,60.75,3,3,74.89,57.76,0,0,0,0,63.14,0
1,74.08,73.3,1,2,86.3,0,0,0,70.1,80.26,0,0
1,69.11,65.74,1,2,66.13,0,0,0,0,67.62,0,60.84
0,0,90.08,2,4,71.77,0,0,0,0,0,0,100
0,0,79.38,2,1,81.36,0,0,0,0,0,90.48,0
1,64.92,61.47,2,1,67.82,0,59.99,0,0,0,0,0
1,53.98,66.13,1,3,77.58,0,0,0,0,0,58.54,69.72
1,55.25,66.52,2,1,71.31,69.53,0,0,0,0,0,0
1,68.95,100,2,2,74.18,0,93.94,0,0,0,0,75.62
1,45.19,54.9,1,2,82.58,0,0,0,0,45.41,0,49.92
1,53.98,72.04,3,2,73.06,61.07,54.04,0,0,0,0,0
1,48,49.16,1,1,81.77,0,39.43,0,0,0,0,0
1,44.35,69.93,2,3,70.02,0,0,0,0,49.15,50.89,0
1,47.14,89.1,3,2,55.37,0,70.41,0,0,70.8,0,0
1,70.16,65.92,2,4,67.12,0,0,0,0,0,75.62,66.84
0,0,81.05,1,2,42.84,0,0,0,0,0,0,90.87
0,0,69.34,3,2,61.1,0,0,0,0,79.49,0,0
0,0,65.78,2,1,66.56,0,0,0,0,0,75.39,0
0,0,67.48,1,2,74.06,0,0,0,0,76.46,0,0
1,49,64.13,2,2,70.73,0,0,0,0,49.48,60.05,0
1,92.24,63.74,2,1,71.31,0,71.94,0,0,0,0,0
1,58.65,56.7,1,3,64.11,0,0,0,0,57.05,59.14,0
0,0,85.07,3,2,71.29,0,0,0,0,0,95.11,0
1,59.02,66.07,3,2,98.81,0,0,0,0,0,68.17,62.62
1,65.22,72.94,3,2,78.63,0,0,0,0,64.03,0,74.56
1,69.95,61.23,1,4,80.48,0,0,0,0,60.35,0,64.92
1,43.43,81.17,1,3,70.44,0,0,72.24,0,0,68.03,0
1,59.54,67.26,1,2,55,0,0,0,0,67.55,60.91,0
1,83.68,69.09,2,3,60.98,0,0,0,0,0,84.21,77.36
1,48.07,51.71,1,3,83.05,0,0,0,0,50.37,0,46.36
0,0,73.96,3,1,84.31,0,0,0,0,0,81.53,0
0,0,88.12,2,4,65.65,0,0,0,0,96.59,0,0
0,0,61.31,2,3,65.56,0,0,0,0,0,0,70.46
0,0,65.42,3,2,87.74,0,0,0,0,0,76.81,0
1,79.01,58.62,3,1,68.34,0,76.33,0,0,0,0,0
1,67.49,71.29,3,1,83.96,0,73.79,0,0,0,0,0
0,0,70.64,2,3,74.57,0,0,0,0,0,0,80.99
1,78.89,77.05,3,1,90.9,69.66,0,0,0,0,0,0
0,0,75.51,3,2,68.44,0,0,0,0,83.09,0,0
0,0,61.87,1,2,58.26,0,0,0,0,0,0,68.13
1,97.9,72.25,2,3,66.18,80.98,78.2,0,0,0,0,0
0,0,66.72,2,3,70.23,0,0,0,0,0,0,77.35
1,57.48,59.09,3,4,70.27,63.57,0,0,0,0,0,67.61
0,0,68.73,3,4,78.53,0,0,0,0,0,0,75.68
1,79.87,100,1,2,75.77,0,0,0,95.2,0,0,96.82
0,0,93.15,2,1,47.94,0,0,0,0,0,100,0
0,0,71.4,2,2,77.69,0,0,0,0,0,0,81.51
0,0,87.39,1,4,58.87,0,0,0,0,0,0,99.87
0,0,69.55,3,3,71.43,0,0,0,0,79.92,0,0
1,50.97,69.47,2,2,72.82,0,0,0,0,69.94,62.14,0
1,73.82,50.5,1,3,68.73,0,0,0,0,60.31,62.12,0
1,66.91,60.4,3,1,68.18,70.81,0,0,0,0,0,0
0,0,62.17,2,2,68.55,0,0,0,0,75.82,0,0
1,58.01,71.08,1,3,64.96,58.46,0,0,0,0,64.46,0
0,0,70.14,1,1,72.67,0,0,0,0,79.65,0,0
1,30.02,64.21,3,4,73.22,54.99,0,0,0,0,53.36,0
0,0,64.11,2,2,69.07,0,0,0,0,72.28,0,0
0,0,68.34,1,4,88.11,0,0,0,0,0,80.51,0
0,0,56.19,3,4,52.23,0,0,0,0,0,0,65.16
0,0,63.87,1,2,46.7,0,0,0,0,0,76.18,0
1,58.08,66.19,3,2,68.06,0,0,0,0,54.62,53.83,0
1,55.92,57.51,1,1,65.11,0,63.14,0,0,0,0,0
1,63.26,66.7,2,4,54.69,0,0,0,0,0,63.26,71.34
0,0,61.65,2,3,64.16,0,0,0,0,0,0,68.67
1,81.07,82.35,3,4,64.25,87.93,0,0,0,0,76.21,0
0,0,67.56,1,3,60.6,0,0,0,0,76.66,0,0
0,0,68.1,3,3,67.66,0,0,0,0,0,0,78.19
1,40.91,74.28,3,1,82.6,0,65.04,0,0,0,0,0
1,82.78,75.57,3,3,85.12,0,0,0,0,0,74.66,71.54
1,42.43,52.64,1,4,66.07,0,0,0,0,0,56.43,56.91
0,0,66.23,3,3,56.77,0,0,0,0,0,79.83,0
1,55.97,60.91,1,4,57,0,0,0,0,66.87,54.61,0
1,57.45,68.55,3,4,71.91,0,0,0,0,0,53.67,62.22
0,0,64.64,3,2,71.82,0,0,0,0,0,75.33,0
1,78.32,71.57,2,2,69.77,70.78,69.09,0,0,0,0,0
0,0,60.2,2,1,71.59,0,0,0,0,68.74,0,0
1,59.5,64.32,3,1,57.17,55.93,0,0,0,0,0,0
1,37.04,64.09,2,2,66.69,0,0,0,0,0,46.58,48.29
0,0,80.83,3,3,72.25,0,0,0,0,93.99,0,0
0,0,73.68,2,1,64.59,0,0,0,0,0,82.83,0
1,63.59,73.69,3,3,60.76,76.39,0,0,0,0,69.06,0
1,80.97,67.14,2,2,91.98,0,0,0,0,76.8,82.46,0
0,0,66.15,1,1,63.38,0,0,0,0,0,0,76.48
1,64.48,75.61,3,3,77.47,79.89,0,0,0,0,0,66.59
1,84.73,77.77,3,3,71.3,74.79,0,0,0,0,87.2,0
1,36.75,70.15,1,2,62.76,0,0,47.57,0,0,0,61.86
1,53.16,81.42,1,3,88.83,64.89,0,0,69,0,0,0
1,81.39,82.74,1,3,85.32,0,0,0,82.52,75.22,0,0
1,74.04,53.35,1,4,54.08,0,0,0,0,73.5,64,0
0,0,74.3,1,2,82.07,0,0,0,0,0,0,83.13
0,0,69.57,2,2,79.07,0,0,0,0,0,0,78.11
1,64.91,73.88,2,3,59.35,0,74.11,0,76.94,0,0,0
0,0,81.16,2,3,74.95,0,0,0,0,0,0,89.16
1,65.67,60.79,2,2,58.62,0,0,0,0,63.17,0,66.18
0,0,53.8,2,4,78.02,0,0,0,0,62.91,0,0
0,0,81.06,1,2,78.47,0,0,0,0,0,90.11,0
1,62.89,60.02,3,2,64.21,0,0,0,0,0,60.6,67.36
1,42.64,63.14,2,2,60.54,0,0,0,0,0,43.88,49.43
1,71.56,72.05,3,2,64.5,0,0,0,62,0,0,76.74
1,58.04,63.14,1,1,80.53,67.08,0,0,0,0,0,0
1,87.33,54.08,3,1,55.74,61.85,0,0,0,0,0,0
0,0,70.34,1,4,72.21,0,0,0,0,79.81,0,0
