EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3,Course4,Course5,Course6,Course7
0,0,82.43,3,2,66.35,0,0,0,0,88.32,0,0
1,51.04,78.13,3,4,68.96,0,0,0,0,0,58.71,57.8
1,56.43,75.87,1,1,78.33,74.24,0,0,0,0,0,0
0,0,64.95,1,4,66.13,0,0,0,0,74.61,0,0
1,52.6,61.84,2,3,95.26,0,0,0,0,0,53.05,51.66
1,51.86,64.92,2,4,68.84,0,0,0,0,53.86,0,63.81
0,0,59.48,1,1,76.99,0,0,0,0,0,0,72.31
0,0,94.97,2,4,69.1,0,0,0,0,0,0,100
1,71.72,47.55,1,3,62.08,0,0,0,0,63.52,50.08,0
0,0,75.64,1,4,73.08,0,0,0,0,0,0,83.62
1,28.95,57.15,1,1,77.64,35.15,0,0,0,0,0,0
1,66.39,68.96,2,2,73.78,0,0,0,0,66.23,76.96,0
1,70.15,60.12,3,4,82.98,62.26,0,0,0,0,0,75.13
1,50.44,58.22,2,4,72.66,0,0,0,0,61.65,58.36,0
1,54.04,58.6,3,1,69.59,50.89,0,0,0,0,0,0
0,0,87.55,2,1,86.69,0,0,0,0,95.81,0,0
1,55.53,68.67,3,4,66.52,71.1,0,0,0,0,0,53.49
0,0,62.34,3,1,83.12,0,0,0,0,71.15,0,0
1,34.86,75.56,1,1,68.88,0,51.84,0,0,0,0,0
1,77.28,70.1,2,3,70.52,71.63,0,0,81.88,0,0,0
1,76.19,77.2,3,4,60.13,0,0,0,0,0,72.38,86.1
1,47.8,51.76,2,4,86.96,0,0,0,0,0,58.5,46.42
0,0,73.04,1,2,64.68,0,0,0,0,0,82.58,0
1,67.82,77.73,1,2,78.64,0,71.34,0,0,0,0,65.45
0,0,53.38,3,1,60.53,0,0,0,0,0,0,62.86
0,0,74.48,1,1,73.27,0,0,0,0,0,0,85.96
1,55.21,86.96,2,4,61.03,0,0,0,0,63.88,77.18,0
1,70.37,69.85,1,2,60.81,0,0,0,0,79.29,62.83,0
0,0,78.21,1,4,60.12,0,0,0,0,0,0,88.25
1,49.12,76.71,1,4,79.36,65.08,0,0,0,0,55.61,0
0,0,62.92,1,4,72.05,0,0,0,0,0,0,71.93
1,36.26,70.4,2,2,82.65,52.76,59.68,0,0,0,0,0
0,0,54.33,2,4,72.1,0,0,0,0,0,0,60.67
0,0,65.49,3,2,59.54,0,0,0,0,76.86,0,0
0,0,72.66,1,2,69.25,0,0,0,0,83.29,0,0
0,0,77.23,3,1,84.26,0,0,0,0,88.96,0,0
0,0,70.25,3,4,78.21,0,0,0,0,0,80.15,0
1,30.96,77.2,2,2,83.29,0,0,0,0,0,60.27,62.18
1,62.83,58.97,1,1,76.45,0,64.72,0,0,0,0,0
0,0,68.98,1,1,61.97,0,0,0,0,82.55,0,0
0,0,70.19,2,2,85.69,0,0,0,0,0,0,76.77
0,0,88.5,2,3,67.1,0,0,0,0,0,0,100
1,61.46,67.86,2,1,68.07,0,57.36,0,0,0,0,0
1,65.99,65.01,1,2,74.36,0,0,0,0,57.28,66.51,0
0,0,70.21,3,1,60.67,0,0,0,0,0,76.41,0
1,89.34,60.81,3,3,58.95,0,0,0,0,0,66.18,78.69
0,0,71.93,1,4,83.28,0,0,0,0,0,0,83.64
0,0,66.35,3,2,70.21,0,0,0,0,0,75.13,0
1,54.14,52.09,1,4,66.38,0,0,0,0,48.56,0,47.91
0,0,69.41,1,1,66.97,0,0,0,0,0,80.21,0
1,58.26,66.82,2,3,67.11,0,0,0,0,56.59,59.23,0
1,29.54,53.68,1,3,79.36,0,0,0,0,46.56,0,34.87
1,90.97,69.33,2,1,79.61,85.19,0,0,0,0,0,0
1,58.34,84.89,2,2,80.49,0,0,79.26,0,0,78.46,0
1,75.3,75.21,3,2,64.68,77.36,0,0,0,0,70.13,0
1,49.62,76.12,2,1,67,61.13,0,0,0,0,0,0
0,0,56.59,3,3,69.85,0,0,0,0,0,67.1,0
1,64.3,74.77,1,4,72.15,0,69.07,0,0,0,0,64.41
1,69.13,71.48,3,3,68.07,0,0,0,0,0,71.99,62.13
0,0,75.29,3,3,73.53,0,0,0,0,0,0,85.98
0,0,74.23,3,3,87.55,0,0,0,0,0,0,81.59
1,70.35,56.4,1,1,55.19,53.65,0,0,0,0,0,0
0,0,69.59,1,4,75.31,0,0,0,0,74.98,0,0
0,0,62.42,2,3,67.78,0,0,0,0,0,0,70.57
1,52.78,69.5,1,1,79.36,55.74,0,0,0,0,0,0
1,94.56,61.03,2,2,75.31,0,0,0,0,68.07,0,84.37
0,0,83.12,1,2,81.24,0,0,0,0,0,0,93.64
1,57.96,61.41,3,3,72.44,69.16,0,0,0,0,53.68,0
0,0,61.01,2,3,56.4,0,0,0,0,71.7,0,0
0,0,70.75,1,4,78.67,0,0,0,0,79.2,0,0
1,68.74,59.23,1,3,77.2,0,0,0,0,0,62.83,54.02
0,0,65.75,1,2,73.04,0,0,0,0,0,0,78.39
0,0,61.7,3,1,57.15,0,0,0,0,0,69.18,0
0,0,84.11,2,1,79.39,0,0,0,0,0,0,94
1,84.87,77.86,2,4,88.22,90.96,0,0,0,71.57,0,0
1,58.23,69.43,2,1,81.15,62.45,0,0,0,0,0,0
0,0,66.09,1,4,68.99,0,0,0,0,0,0,73.3
1,70,79.41,2,3,72.51,0,81.36,0,0,0,72.5,0
0,0,74.05,2,1,63.32,0,0,0,0,0,0,87.25
0,0,74.98,1,4,74.77,0,0,0,0,0,85.65,0
0,0,69.74,1,4,64.65,0,0,0,0,0,0,81.2
0,0,53.12,1,3,68.67,0,0,0,0,63.99,0,0
0,0,68.88,1,2,85.19,0,0,0,0,0,0,81.15
1,57.99,64.68,3,1,75.21,63.48,0,0,0,0,0,0
0,0,76.45,3,3,74.21,0,0,0,0,87.64,0,0
1,43.1,80.12,2,1,71.93,0,57.19,0,0,0,0,0
0,0,63.42,3,2,65.96,0,0,0,0,72.89,0,0
1,54.23,74.68,1,1,64.61,60.23,0,0,0,0,0,0
1,61.42,87.36,3,4,70.47,75.27,0,0,0,0,0,78.09
1,59.37,63.32,1,1,68.55,62.67,0,0,0,0,0,0
1,55.7,86.82,3,4,59.23,67.97,0,0,0,0,0,70.48
1,59.08,61.47,1,2,52.06,0,0,0,0,54.79,62.23,0
0,0,70.23,2,4,68.98,0,0,0,0,0,0,80.42
1,49.21,69.89,2,3,77.24,0,0,0,0,0,66.05,58.72
1,47.81,70.11,3,4,69.89,58.26,0,0,0,0,52.92,0
1,64.12,61.62,1,4,69.38,0,0,0,0,72.38,55.52,0
1,46.64,64.09,2,3,83.26,0,0,0,0,0,52.92,49.43
0,0,63.32,1,4,72.4,0,0,0,0,0,72.33,0
1,55.32,73.27,3,4,66.34,0,0,0,0,0,55.22,67.46
1,57.63,73.3,1,3,69.74,0,0,0,0,65.19,0,67.25
0,0,92.26,1,4,75.29,0,0,0,0,0,0,100
0,0,83.71,3,4,69.3,0,0,0,0,94.03,0,0
1,74.15,64.9,2,1,58.54,67.98,0,0,0,0,0,0
0,0,73.25,3,1,62,0,0,0,0,0,0,85.88
0,0,79.97,1,4,57.73,0,0,0,0,90.6,0,0
0,0,70.31,3,3,79.92,0,0,0,0,0,0,78.04
0,0,69.3,3,3,72.39,0,0,0,0,0,0,81.15
1,20.11,70.52,1,1,86.32,0,46.82,0,0,0,0,0
1,69.09,78.67,3,3,63.53,0,0,0,0,0,80.36,77.2
0,0,61.52,2,3,75.56,0,0,0,0,0,0,70.03
0,0,66.74,2,1,67.23,0,0,0,0,77.3,0,0
1,49.74,74.7,3,2,81.54,0,0,0,71.7,0,57.37,0
0,0,73.11,1,1,59.03,0,0,0,0,0,0,86.15
1,76.03,72.4,3,3,71.79,77.43,0,0,0,0,0,69.06
1,53.2,66.3,3,4,73.48,0,0,0,0,0,50.8,63.39
1,49.68,79.73,2,3,62.5,0,0,0,0,56.8,0,69.28
1,41.79,91.34,2,4,66.3,0,0,60.99,0,0,68.1,0
0,0,74.06,1,4,70.45,0,0,0,0,0,83.79,0
0,0,68.07,1,4,64.47,0,0,0,0,0,79.47,0
0,0,77.56,1,2,93.47,0,0,0,0,87.21,0,0
1,62.35,64.61,3,2,68.67,0,0,0,0,0,63.58,57.4
0,0,62.5,3,1,62.42,0,0,0,0,73.88,0,0
1,65.24,70.33,3,2,69.69,65.62,0,0,0,0,67.2,0
1,48.54,44.17,3,4,65.99,36.94,0,0,0,0,0,40.68
1,38.43,58.46,1,3,68.85,0,0,0,0,0,57.45,58.33
0,0,66.52,1,3,72.46,0,0,0,0,79.17,0,0
1,49.66,56.47,1,4,56.52,0,0,0,0,0,55.17,55.89
0,0,59.67,3,3,71.46,0,0,0,0,0,0,68.44
0,0,65.63,3,3,57.27,0,0,0,0,0,75.2,0
1,32.35,53.57,1,2,62.8,0,0,0,0,39.81,35.41,0
0,0,65.94,2,4,69.51,0,0,0,0,78.71,0,0
1,52.81,64.65,1,3,68.7,0,0,0,0,0,62.22,54.27
1,69.31,70.25,3,3,80.16,0,0,0,0,0,76.38,78.61
0,0,81.54,3,3,81.17,0,0,0,0,0,90.59,0
0,0,71.73,1,4,83.71,0,0,0,0,83.4,0,0
1,73.98,70.21,2,4,94.97,0,0,0,67.61,0,66.1,0
0,0,70.99,2,1,61.4,0,0,0,0,0,0,81.9
1,59.76,72.27,3,1,87.36,72.1,0,0,0,0,0,0
0,0,59.83,3,3,63.98,0,0,0,0,68.9,0,0
1,57.14,68.85,3,2,72.01,0,0,0,0,0,66.24,56.46
0,0,73.09,1,2,66.09,0,0,0,0,0,0,83.81
1,55.98,56.29,3,4,79.69,59.66,0,0,0,0,59.2,0
0,0,78.66,3,4,73.78,0,0,0,0,88.28,0,0
1,64.21,80.81,3,1,74.98,0,77.11,0,0,0,0,0
0,0,63.69,2,1,83.98,0,0,0,0,0,73.06,0
0,0,67.59,2,4,82.59,0,0,0,0,74.61,0,0
0,0,61.22,3,2,62.46,0,0,0,0,70.74,0,0
1,60.74,76.99,2,1,55.7,0,74.03,0,0,0,0,0
0,0,59.39,2,1,65.94,0,0,0,0,0,0,72.71
1,69.65,67.78,2,3,77.56,0,0,0,0,75.99,70.95,0
0,0,61.41,2,2,90.14,0,0,0,0,73.71,0,0
1,56.9,70.51,1,3,77.67,57.47,0,0,0,0,64.95,0
0,0,52.06,2,1,74.48,0,0,0,0,0,0,63.85
0,0,83.26,2,1,73.09,0,0,0,0,0,93.77,0
0,0,60.35,2,1,87.7,0,0,0,0,0,0,68.64
0,0,70.6,2,1,61.21,0,0,0,0,0,76.43,0
0,0,67.87,1,4,65.94,0,0,0,0,77.03,0,0
1,60.58,62.38,1,2,76.77,0,0,0,0,0,66.76,52.15
0,0,61.12,3,2,76.78,0,0,0,0,74.87,0,0
0,0,79.36,2,2,59.93,0,0,0,0,0,88.27,0
1,37.92,64.74,2,2,69.41,0,0,0,0,61.2,0,60.37
0,0,72.71,3,3,62.11,0,0,0,0,0,0,78.81
0,0,61.99,1,3,70.33,0,0,0,0,0,70.81,0
0,0,63.53,3,3,84.71,0,0,0,0,0,71.86,0
1,56.66,74.72,1,1,87.12,0,61.86,0,0,0,0,0
0,0,79.3,3,4,72.35,0,0,0,0,0,89.93,0
0,0,68.25,3,2,82.65,0,0,0,0,0,0,79.69
1,55.62,55.78,2,4,79.24,0,0,0,0,0,57.85,52.54
0,0,89.98,3,2,71.9,0,0,0,0,98.61,0,0
1,72.87,61.43,1,2,62.01,0,0,0,0,62.48,0,60.16
0,0,54.58,1,3,71.98,0,0,0,0,61.34,0,0
0,0,95.94,3,1,72.27,0,0,0,0,0,0,100
1,72.79,65.96,1,1,76.8,68.87,0,0,0,0,0,0
1,51.02,55.38,3,4,71.38,0,0,0,0,0,43.98,45.08
0,0,63.17,2,1,83.25,0,0,0,0,0,73.14,0
0,0,73.68,2,3,60.62,0,0,0,0,0,0,84.7
0,0,71.9,2,2,57.21,0,0,0,0,0,0,84.86
1,33.47,61.48,2,4,85.93,0,0,0,0,54.21,0,47.39
1,65.33,88.23,3,3,66.82,82.26,0,0,0,0,81.51,0
0,0,64.78,1,2,51.08,0,0,0,0,0,0,74.34
0,0,58.15,3,1,66.15,0,0,0,0,0,0,67.64
0,0,79.61,1,4,77.97,0,0,0,0,90.11,0,0
0,0,83.29,3,4,79.6,0,0,0,0,94.4,0,0
0,0,61.83,1,2,59.67,0,0,0,0,0,0,75.33
1,72,55.99,1,1,65.9,0,59.91,0,0,0,0,0
0,0,80.3,3,4,72.97,0,0,0,0,0,89.5,0
1,56.5,49.53,2,1,74.81,57.18,0,0,0,0,0,0
0,0,57.73,3,1,53.98,0,0,0,0,0,0,64.46
0,0,79.67,2,2,62.95,0,0,0,0,0,89.06,0
0,0,69.45,3,3,67.59,0,0,0,0,0,73.79,0
1,62.13,67.36,1,1,82.76,61.26,0,0,0,0,0,0
1,82.8,73.53,2,4,53.12,87.75,0,84.41,0,0,0,0
1,85.79,68.47,1,4,61.13,0,0,0,0,0,75.8,75.83
0,0,57.01,1,4,100,0,0,0,0,0,68.98,0
0,0,82.76,1,4,83.85,0,0,0,0,0,0,94.52
1,28.58,83.25,3,2,63.22,0,0,0,0,57.01,57.58,0
1,61.86,72.05,1,1,97.59,0,73.78,0,0,0,0,0
1,58.05,70.45,3,2,61.6,66.24,66.95,0,0,0,0,0
1,61.41,93.4,2,3,82.67,83.56,0,83.32,0,0,0,0
0,0,67.24,1,1,58.29,0,0,0,0,0,0,79.52
0,0,67.4,2,1,85.63,0,0,0,0,0,0,75.53
0,0,73.64,2,1,69.33,0,0,0,0,0,0,81.81
1,64.05,84.71,3,3,78.13,0,0,0,0,0,79.88,83.74
1,53,85.93,2,2,70.88,0,0,62.11,0,74.42,0,0
0,0,67.41,3,1,79.85,0,0,0,0,0,77.41,0
1,73.03,73.08,3,1,55.99,75.6,0,0,0,0,0,0
0,0,56.22,2,4,80.22,0,0,0,0,64.29,0,0
0,0,66.88,2,3,52.09,0,0,0,0,75.54,0,0
1,64.72,61.6,2,4,72.26,0,0,0,0,72.11,63.91,0
0,0,59.93,3,4,77.23,0,0,0,0,72.38,0,0
1,60.08,86.82,3,2,54.33,0,0,0,71.9,0,67.14,0
1,72.01,62.08,2,4,60.35,0,0,0,0,70.04,65.5,0
1,61.17,64.68,3,3,70.12,65.23,0,0,0,0,0,63.45
1,54.07,73.66,2,3,72.4,0,72.6,0,68.14,0,0,0
0,0,82.98,3,1,60.93,0,0,0,0,90.3,0,0
0,0,74.81,3,2,71.84,0,0,0,0,0,83.7,0
0,0,97.59,1,1,67.41,0,0,0,0,0,0,100
1,73.14,69.25,1,4,65.36,0,0,0,0,61.71,0,61.84
1,58.27,72.59,2,1,65.49,0,58.61,0,0,0,0,0
1,66.86,72.76,1,3,64.01,0,0,69.56,0,0,0,62.89
0,0,84.35,3,3,66.99,0,0,0,0,0,95.74,0
1,48.26,75.07,2,4,49.53,57.34,0,0,0,0,57.2,0
1,58.34,68.84,1,1,54.69,0,65.32,0,0,0,0,0
1,44.18,60.53,2,3,80.3,0,0,0,0,51.72,0,43.17
1,72.3,72.44,2,3,62.08,75.91,0,71.56,0,0,0,0
0,0,84.01,3,2,72.76,0,0,0,0,0,0,97.19
0,0,65.9,1,1,54.58,0,0,0,0,0,0,76.65
1,65.08,75.29,3,1,83.89,0,73.36,0,0,0,0,0
1,90.32,72.46,2,2,64.81,0,0,79.52,74.79,0,0,0
0,0,78.64,2,3,61.7,0,0,0,0,85.59,0,0
0,0,61.95,2,2,53.68,0,0,0,0,0,0,72.79
0,0,93.47,1,2,75.29,0,0,0,0,0,100,0
1,59.24,57.21,3,2,72.89,0,0,0,0,0,62.9,50.53
1,52.24,66.34,3,3,61.52,62.59,0,0,0,0,56.4,0
0,0,79.38,1,4,72.11,0,0,0,0,0,0,88.25
1,53.41,72.97,3,4,70.11,69.53,0,0,0,0,0,64.75
1,62.72,78.3,3,4,77.54,68.62,0,0,0,0,70.9,0
1,52.46,65.04,2,2,75.97,0,0,0,0,55.22,56.94,0
1,96.19,69.25,2,4,65.83,0,0,0,0,90.62,73.53,0
1,45.59,70.12,2,1,74.99,0,59.61,0,0,0,0,0
0,0,85.69,1,4,57.01,0,0,0,0,0,0,97.29
0,0,76.9,2,3,70.94,0,0,0,0,0,0,86.62
0,0,77.97,3,2,59.15,0,0,0,0,89.55,0,0
1,29.75,63.42,1,2,72.22,0,0,0,0,43.55,48.34,0
0,0,79.69,3,4,71.05,0,0,0,0,0,92.19,0
1,55.86,72.26,1,2,64.95,0,0,63.98,0,0,0,71.63
0,0,83.89,3,2,70.1,0,0,0,0,0,0,94.62
1,86.08,90.14,1,2,65.04,95.38,0,0,92.08,0,0,0
1,74.92,66.93,3,2,67.69,0,0,0,0,78.54,70.61,0
0,0,65.94,2,1,80.81,0,0,0,0,0,75.2,0
0,0,61.36,1,3,70.21,0,0,0,0,0,0,70.42
0,0,68.56,3,1,65.94,0,0,0,0,0,71.78,0
1,67.44,66.18,3,4,80.65,60.71,0,0,0,0,0,70.25
0,0,73.6,3,4,66.88,0,0,0,0,0,0,83.47
0,0,68.55,3,2,69.43,0,0,0,0,77.11,0,0
1,46.37,66.38,2,2,63.69,0,0,0,0,63.85,59.84,0
1,53.64,80.65,2,4,64.9,0,0,0,0,0,61.99,75.99
1,72.94,60.62,1,2,70.4,0,0,0,0,68.96,0,67.92
1,20.17,74.33,1,1,65.01,51.32,0,0,0,0,0,0
0,0,65.94,3,2,74.23,0,0,0,0,0,0,80.07
1,68.3,77.24,1,1,66.83,63.36,0,0,0,0,0,0
0,0,83.85,3,3,55.55,0,0,0,0,0,0,91.39
0,0,66.97,1,1,54.5,0,0,0,0,0,76.1,0
0,0,74.41,1,4,71.73,0,0,0,0,0,0,84.2
0,0,71.79,3,4,67.4,0,0,0,0,0,0,79.72
1,76.5,62.01,2,4,62.67,0,0,0,0,74.01,73.04,0
1,79.47,72.41,3,1,75.64,0,66.07,0,0,0,0,0
1,100,72.89,2,3,59.85,0,0,0,96.14,89.6,0,0
0,0,74.13,1,4,64.9,0,0,0,0,84.64,0,0
1,50.12,68.02,2,2,74.03,0,0,0,0,57.7,0,50.9
0,0,70.94,3,1,74.7,0,0,0,0,0,82.41,0
0,0,58.52,1,3,92.26,0,0,0,0,0,0,64.52
1,58.83,66.42,2,1,68.72,0,54.49,0,0,0,0,0
1,65.74,75.56,2,1,63.42,77.54,0,0,0,0,0,0
1,59.49,78.92,3,3,78.3,78.49,0,0,0,0,0,66.62
1,76.45,65.78,1,1,73.6,0,69.21,0,0,0,0,0
1,56.49,71.05,1,4,79.3,0,70.99,58.37,0,0,0,0
1,54.79,72.28,2,3,66.42,61.46,0,0,0,0,0,66.86
0,0,72.01,2,1,86.82,0,0,0,0,80.52,0,0
0,0,75.41,2,2,61.62,0,0,0,0,0,0,86.21
1,36.48,51.82,1,3,68.22,0,0,0,0,37.66,54.07,0
1,42.31,69.51,2,2,61.43,0,0,0,0,60.95,0,60.76
1,79.52,72.39,2,1,63.74,80.56,0,0,0,0,0,0
1,73.43,60,1,2,79.73,0,0,0,0,73.06,62.36,0
1,80.62,86.74,1,3,55.78,0,81.56,83.84,0,0,0,0
1,40.02,71.62,3,1,66.74,59.16,0,0,0,0,0,0
1,30.47,85.63,1,3,77.73,0,58.65,0,0,0,0,51.35
1,50.1,62.09,1,1,86.82,64.86,0,0,0,0,0,0
1,62.64,60.93,3,4,77.2,66.21,0,0,0,0,61.7,0
1,67.48,72.24,1,4,64.09,0,0,0,76.23,0,0,71.25
0,0,53.21,3,4,69.67,0,0,0,0,0,63.7,0
0,0,72.15,1,2,73.68,0,0,0,0,78.28,0,0
0,0,70.97,3,2,55.38,0,0,0,0,0,0,78.09
0,0,80.16,2,4,58.52,0,0,0,0,0,0,91.46
1,46.3,77.01,2,3,70.67,0,0,0,70.47,53.02,0,0
1,34.78,65.83,2,3,68.44,0,0,0,0,0,45.01,44.25
1,46.67,59.03,3,1,84.33,0,62.02,0,0,0,0,0
0,0,87.12,2,3,66.18,0,0,0,0,95.7,0,0
1,46.67,62.08,1,3,61.83,0,0,0,0,56.22,59.17,0
1,74.05,59.54,3,2,61.95,0,0,0,0,58.22,60.32,0
1,81.18,59.15,1,3,64.92,0,0,0,0,74.54,0,76.02
1,24.46,81.17,1,3,75.07,0,0,0,0,54.19,0,45.29
1,72.96,64.81,1,1,68.3,70.19,0,0,0,0,0,0
1,26.41,62.46,3,4,66.92,46.4,0,0,0,0,0,44.36
1,66.02,71.38,1,4,66.93,0,0,0,0,0,75.61,70.35
0,0,67.93,2,2,77.3,0,0,0,0,0,73.42,0
0,0,63.22,3,2,86.49,0,0,0,0,0,73.57,0
0,0,77.54,2,1,93.4,0,0,0,0,0,0,88.55
0,0,80.65,3,2,72.28,0,0,0,0,88.93,0,0
1,56.08,79.85,1,1,70.98,71.78,0,0,0,0,0,0
1,57.27,77.67,2,4,73.81,0,0,57.65,0,0,0,76.39
0,0,74.03,3,4,62.38,0,0,0,0,85.08,0,0
1,58.35,52.24,1,1,73.25,46.41,0,0,0,0,0,0
0,0,86.69,1,4,66.45,0,0,0,0,0,98.64,0
0,0,73.02,3,3,82.21,0,0,0,0,83.1,0,0
1,56.37,76.08,3,3,53.61,0,0,0,0,0,61.8,61.26
0,0,81.15,3,4,69.5,0,0,0,0,0,0,86.26
1,54.23,84.33,3,1,78.92,74.9,0,0,0,0,0,0
0,0,74.18,2,3,56.47,0,0,0,0,86.17,0,0
1,76.17,74.36,3,3,77.32,75.72,0,0,0,0,74.95,0
0,0,64.01,1,4,70.6,0,0,0,0,0,0,75.26
0,0,70.33,2,2,78.25,0,0,0,0,0,0,80.63
0,0,61.46,1,2,81.05,0,0,0,0,0,0,66.38
0,0,62.8,1,4,69.24,0,0,0,0,0,72.5,0
1,61.44,61.06,3,4,47.55,65.61,0,0,0,0,0,69.61
1,74.14,68.44,2,3,70.51,0,0,0,0,0,70.51,64.88
1,55.99,80.49,3,1,71.93,66.74,0,0,0,0,0,0
0,0,100,1,1,68.32,0,0,0,0,100,0,0
1,79.47,71.89,3,3,95.94,0,0,0,0,0,71.32,79.5
0,0,56.52,3,3,58.6,0,0,0,0,68.28,0,0
1,60.31,82.65,3,1,70.25,0,79.25,0,0,0,0,0
0,0,66.99,3,2,66.54,0,0,0,0,80.62,0,0
0,0,63.39,3,2,60,0,0,0,0,76.66,0,0
0,0,72.1,3,1,58.46,0,0,0,0,0,0,83.17
0,0,57.59,2,4,73.3,0,0,0,0,69.88,0,0
1,62.93,72.22,3,4,73.64,75.58,0,0,0,0,62.36,0
1,33.28,69.12,2,3,84.11,0,0,0,0,58.64,53,0
1,49.06,70.98,3,2,77.86,0,65.91,0,0,0,0,50.53
0,0,73.81,2,4,73.27,0,0,0,0,0,86.58,0
1,65.32,70.67,1,4,72.41,0,0,0,0,76.5,0,59.01
0,0,70.16,2,4,79.97,0,0,0,0,0,82.92,0
0,0,72.84,2,1,72.59,0,0,0,0,0,85.25,0
1,67.91,74.15,1,3,71.48,0,0,0,73.09,0,0,73.49
1,66.81,59.69,3,3,44.17,58.64,0,0,0,0,53.28,0
1,32.55,55.7,3,2,61.99,0,0,0,0,46.14,0,42.57
0,0,69.38,2,4,70.52,0,0,0,0,79.32,0,0
1,71.52,55.67,3,3,61.47,60.53,0,0,0,0,0,66.27
1,68.85,70.88,3,1,74.33,0,69.91,0,0,0,0,0
0,0,79.39,1,1,59.52,0,0,0,0,0,87.98,0
1,47.92,76.07,3,1,75.87,57.29,0,0,0,0,0,0
0,0,59.52,3,4,72.17,0,0,0,0,0,72.72,0
1,58.03,61.4,2,1,80.82,0,68.15,0,0,0,0,0
1,77,73.28,3,4,74.06,0,0,0,0,0,65.97,73.1
0,0,65.99,3,3,64.34,0,0,0,0,0,74.19,0
0,0,66.83,2,1,62.09,0,0,0,0,0,77.48,0
1,42.9,75.97,2,4,72.84,49.49,52.35,0,0,0,0,0
1,71.77,60.13,2,2,77.71,0,0,0,0,63.46,0,71.79
0,0,65.99,3,3,70.55,0,0,0,0,0,0,76.28
1,52.94,62,3,3,74.13,0,0,0,0,0,65.34,49.64
1,56.75,59.57,3,4,63.42,60.35,0,0,0,0,52.95,0
1,66.68,61.43,3,4,61.12,0,0,0,0,0,65.4,59.48
1,54.11,76.77,3,3,69.12,67.39,0,0,0,0,0,74.83
1,14.31,70.52,3,4,65.75,50.14,0,0,0,0,44.65,0
1,68.15,61.21,2,1,76.07,68.18,0,0,0,0,0,0
0,0,67.69,2,4,73.28,0,0,0,0,0,76.61,0
0,0,53.61,3,3,78.66,0,0,0,0,0,65.3,0
1,43.74,62.67,1,1,57.59,61.83,0,0,0,0,0,0
0,0,91.5,2,4,67.36,0,0,0,0,100,0,0
1,65.69,69.1,3,1,72.99,0,67.16,0,0,0,0,0
0,0,77.32,2,4,68.02,0,0,0,0,0,87,0
0,0,69.35,1,3,70.97,0,0,0,0,0,77.38,0
1,46.05,73.48,2,3,74.15,68.69,0,0,0,0,0,65.77
1,57.32,76.63,2,1,88.5,0,58.2,0,0,0,0,0
1,36.74,58.95,2,3,65.63,0,0,0,0,43.84,0,53.96
1,66.26,69.69,2,3,53.57,0,0,0,0,58.68,0,74.29
1,45.83,85.79,3,1,68.66,0,64.77,0,0,0,0,0
0,0,62.04,1,1,79.41,0,0,0,0,0,0,72.32
1,38.91,64.34,3,3,61.06,0,0,0,0,0,59.55,52.29
