EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3
1,54.07,71.47,1,3,70.64,56.08,55.42,0
0,0,60.23,2,2,68.92,0,69.4,0
1,58.71,78.79,3,3,72.39,74.55,59.96,0
0,0,76.35,2,4,75.84,0,0,87.95
0,0,75.43,2,1,63.71,0,0,85.14
1,58.27,77.16,2,4,73.35,0,67.82,74.58
1,66.86,40.05,1,2,64.16,0,58.64,50.33
0,0,78.81,3,2,56.89,0,0,90.09
1,48.26,88.08,2,4,80.09,66.47,0,64.12
0,0,74.37,1,3,66.66,0,0,84.58
1,44.18,71.93,2,1,78.3,67.24,0,0
0,0,76.96,3,1,56.91,0,0,88.97
0,0,73.38,1,2,99.29,82.9,0,0
0,0,76.52,2,3,54.8,89.57,0,0
0,0,70.01,2,1,70.18,82.95,0,0
0,0,62.33,1,1,78.55,0,72.61,0
1,52.97,59.96,3,3,58.96,0,64.85,61.15
1,26.98,60.02,3,3,85.88,46.43,46.31,0
0,0,56.27,3,4,60.67,0,0,64.84
0,0,59.32,1,2,77.57,69.16,0,0
0,0,87.61,1,1,53.95,96.93,0,0
1,45.32,77.54,2,4,68.81,0,70.1,62.76
1,53.41,63.75,1,2,62.96,53.68,62.27,0
0,0,66.1,2,2,88.02,76.24,0,0
1,52.46,71.13,1,3,61.85,0,63.66,59.26
0,0,63.44,3,4,78.07,0,0,77.74
0,0,70.68,3,1,80.99,0,81.45,0
1,48.1,77.78,1,3,75.68,62.59,0,70.51
0,0,69.64,1,4,74.99,0,80,0
1,63.77,73.36,3,3,57.98,0,66.47,69.25
1,29.75,78.86,3,2,74.83,55.7,0,59.95
1,51.91,67.28,1,1,75.73,60.84,0,0
1,55.86,72.85,3,4,61.6,0,55.5,73.99
1,49.35,66.91,1,4,64.71,64.16,0,54.81
1,86.08,69.71,1,3,62.59,0,73.83,70.25
0,0,66.75,1,4,70.43,0,77.73,0
1,79.79,64.71,1,2,61.04,0,71.18,76.22
1,46.76,71.74,1,1,73.56,49.95,0,0
0,0,75.67,1,3,85.43,0,0,85.04
0,0,71.46,2,1,67.21,81.23,0,0
1,71.57,74.99,1,2,74.61,67.7,0,82.8
0,0,62.62,1,4,52.77,73.45,0,0
0,0,57.96,2,4,56.83,69.63,0,0
1,53.64,74.17,3,2,72.78,58,0,63.51
1,72.94,76.88,1,3,76.88,84.38,0,65.74
0,0,70.5,1,2,72.16,80.46,0,0
1,82.7,83.48,2,2,55.94,88.72,0,77.45
0,0,79.08,3,2,60.34,0,92.49,0
0,0,96.81,1,1,62.89,0,0,100
1,63.31,67.99,1,3,78.02,0,62.55,65.21
0,0,60.01,2,3,76.89,0,0,73.03
0,0,62.6,3,2,44.65,75.22,0,0
0,0,64.35,3,2,75.88,0,0,75.05
1,79.47,74.76,3,1,72.84,70.25,0,0
1,100,48.42,3,3,53.93,69.48,68.36,0
0,0,83.19,2,1,96.81,0,92.25,0
1,50.12,67.61,2,3,61.39,58.07,0,63.57
0,0,67.53,1,3,57.78,82.13,0,0
0,0,59.21,1,1,65.27,0,0,70.03
0,0,68.86,2,1,79.11,78.11,0,0
0,0,70.13,3,4,74.97,0,79.46,0
0,0,68.78,1,2,58.5,79.97,0,0
1,76.45,73.39,1,4,63.74,66.24,80.19,0
0,0,64.1,3,4,68.41,0,0,75.93
1,54.79,61.04,1,4,70.86,58.19,0,65.92
0,0,75.48,2,3,78.78,86.07,0,0
1,35.51,70.99,2,2,60.58,0,63.17,59.03
1,36.48,71.97,1,3,61.42,48.8,57.92,0
1,42.31,80.59,2,2,69,53.9,68.43,0
1,79.52,59.77,1,2,82.57,78.93,0,75.65
1,73.43,61.45,1,3,78.76,73.98,65.6,0
0,0,82.57,2,2,51.51,0,0,92.32
1,40.02,55.17,2,1,56.25,0,56.12,0
1,30.47,56.91,2,4,65.99,51.26,33.95,0
1,50.1,78.18,1,1,72.47,66.47,0,0
1,62.64,72.38,2,2,79.27,59,0,68.83
0,0,71.05,3,3,70.4,0,0,82.36
1,75.72,69.08,1,3,64.86,78.71,0,81.76
1,64.26,70.31,1,3,73.11,69.99,62.48,0
0,0,69.08,3,2,75.95,77.54,0,0
0,0,83.55,3,1,86.86,0,91.9,0
1,46.3,66.02,1,2,83.43,0,58.71,63.94
0,0,68.39,3,4,76.8,80.1,0,0
0,0,87.94,2,4,72.85,0,0,98.75
0,0,70.28,2,4,88.01,0,0,78.04
0,0,92.32,1,4,54.43,0,100,0
1,74.05,68.95,1,1,59.06,0,80.61,0
1,81.18,83.67,2,2,80.98,0,81.42,88.15
0,0,53.45,1,2,62.11,65.82,0,0
0,0,71.54,2,3,66.37,0,81.02,0
1,26.41,54.16,3,1,79.29,0,41.45,0
0,0,78.44,3,2,63.62,88.08,0,0
1,78.37,57.87,3,1,66.44,0,69.77,0
1,60.97,72.84,1,2,75.57,75.89,0,74.14
1,40.8,67.18,3,1,66.91,0,44.29,0
1,51.22,58.42,2,2,74.01,60.87,0,58.95
0,0,53.81,2,1,59.64,0,62.75,0
0,0,64.89,2,3,55.83,73.84,0,0
0,0,87.41,2,4,68.62,0,0,98.65
1,58.35,67.07,2,1,65.31,0,57.13,0
0,0,79.17,3,2,52,0,0,89.53
1,41.87,69.43,2,4,70.25,0,52.49,59.09
1,56.37,78.77,3,1,54.58,0,76.28,0
1,82.77,51.73,2,2,56.91,68.38,68.69,0
0,0,65.97,1,3,94.64,74.5,0,0
1,53.34,79.49,3,3,68.4,60.7,0,59.8
0,0,68.37,1,2,83.55,78.11,0,0
0,0,69.14,3,1,70.39,0,80.55,0
1,77.72,65.7,3,4,65.07,0,63.2,63.28
0,0,81.49,1,4,66.79,89.71,0,0
1,62.46,72.98,2,2,64.89,73,0,76.37
1,61.44,70.44,2,1,62.53,60.99,0,0
0,0,76.43,2,4,56.93,86.1,0,0
0,0,75.88,2,1,54.36,0,85.17,0
1,49.83,72.13,3,4,82.58,56.53,68.32,0
0,0,85.47,2,4,64.93,0,0,92.24
1,24.54,69.4,3,3,69.92,0,55.09,54.97
0,0,72.78,3,2,89.67,0,82.55,0
1,39.78,63.57,3,1,61.39,0,61.07,0
0,0,71.5,1,4,68.12,0,0,80.59
1,90.17,85.88,1,1,83.07,0,97.28,0
0,0,63.57,2,1,67.77,71.38,0,0
1,62.93,58.66,3,2,76.43,62.24,54.58,0
0,0,79.97,2,4,85.61,88.04,0,0
0,0,68.51,1,2,70.68,82.21,0,0
0,0,70.96,1,1,82.02,0,0,79.71
1,65.32,69.55,1,1,52.86,75.39,0,0
0,0,70.79,3,1,85.31,0,85.5,0
1,60.13,78.51,1,3,80.66,72.19,67.16,0
0,0,61.61,1,3,61.51,71.76,0,0
1,66.81,59.88,2,1,86.61,66.52,0,0
0,0,70.85,2,1,88.33,0,82.19,0
0,0,53.94,2,4,68.73,60.62,0,0
0,0,56.27,2,3,72.73,0,68.13,0
0,0,88.67,1,1,59.32,96.95,0,0
0,0,77.57,1,2,59.49,87.53,0,0
1,47.92,69.9,3,2,70.08,50.09,0,59.82
0,0,82.38,1,3,71.83,0,91.3,0
0,0,59.59,2,1,58.98,0,69.11,0
1,77,66.84,3,2,61.64,80.23,78.98,0
0,0,76.23,3,1,87.11,0,0,80.58
0,0,78.91,1,4,70.69,0,85.62,0
0,0,75.13,1,4,95.4,0,0,86.62
1,71.77,44.59,3,3,87.94,56.66,59.84,0
0,0,60.32,3,1,52.25,71.7,0,0
0,0,74.77,3,4,69.16,0,0,82.4
1,56.75,66.44,1,1,58.66,69.44,0,0
0,0,95.4,2,1,63.57,0,100,0
1,54.11,79.27,3,2,58.12,0,57.98,72.93
0,0,75.58,1,2,84.83,0,88,0
0,0,58.83,3,3,77.75,0,0,69.41
1,66.59,69.65,1,1,66.75,59.23,0,0
1,56.71,72.41,1,4,74.37,56.78,0,65.16
0,0,81.28,1,4,53.7,94.53,0,0
0,0,78.81,1,1,73.38,91.74,0,0
0,0,80.33,3,3,61.9,88.53,0,0
1,52.95,60.76,2,4,52.03,62.92,0,66.21
1,56.75,84.12,3,2,75.89,70.28,0,65.09
0,0,56.2,3,2,72.99,0,68.51,0
0,0,64.64,2,2,70.66,0,75.64,0
0,0,74.31,1,1,76.23,83.49,0,0
0,0,68.5,2,2,83.03,0,0,72.79
0,0,59.94,3,3,45.62,0,0,69.77
1,63.57,61.78,1,2,74.09,70.97,59.35,0
0,0,54.52,3,1,63.16,65.14,0,0
1,51.15,75.32,1,1,81.04,71.43,0,0
0,0,82.61,3,1,48.21,0,0,94.34
0,0,69,1,1,92.32,0,78.58,0
0,0,66,3,2,75.43,0,77.95,0
1,54.31,55.28,1,4,74.01,0,52.5,46.67
1,33.86,79.13,2,2,71.25,52.27,56.66,0
1,40.45,92.11,3,3,55.68,75.26,68.23,0
0,0,52.03,2,1,69.36,0,65.28,0
0,0,59.37,1,2,75.13,0,0,67.14
1,58.02,63.2,1,2,75.17,50.83,0,56.19
1,66.07,64.36,2,1,70.01,72.87,0,0
1,63.36,72.27,1,2,60.16,0,60.43,64.65
1,64.94,86.14,1,2,76.5,0,66.9,66.73
0,0,80.09,1,1,51.73,0,92.83,0
0,0,75.28,2,3,66.24,87.3,0,0
0,0,62.76,3,4,67.53,0,0,73.42
1,54.27,58.8,3,3,89.47,0,51.33,54.72
1,56.64,62.03,3,3,67.52,0,50.94,51.39
0,0,85.48,1,3,59.88,96.92,0,0
1,54.37,69.38,1,4,56.35,66.62,69.89,0
0,0,65.53,2,3,62.9,76.12,0,0
0,0,68.16,2,2,63.96,0,0,77.52
1,85.06,78.25,2,4,60.07,74.69,79.06,0
0,0,56.87,2,2,67.28,64.08,0,0
1,59.98,84.15,1,2,71.75,74.4,81.44,0
1,49.69,71.56,2,3,61.2,58.85,0,54.51
1,58.24,67.84,2,2,64.78,53.24,53.06,0
1,66.99,74.43,2,3,72.95,0,73.68,71.98
0,0,72.18,3,2,63.3,78.95,0,0
0,0,66.56,1,2,66.65,0,0,75.37
0,0,67.47,2,1,81.32,0,77.44,0
1,46.23,61.31,1,2,76.04,55.89,0,60.44
1,63.79,76.56,2,3,71.5,70.01,62.94,0
1,72.3,64.68,3,1,59.22,65.73,0,0
0,0,60.44,3,1,59.73,0,0,68.02
1,58.64,71.66,1,4,77.13,0,62.7,69.81
1,80.51,83.29,2,4,80.81,0,72.33,88.19
1,75.52,69.52,3,2,52.88,78.33,0,78.9
1,45.06,63.92,2,3,69.19,0,59.61,53.59
0,0,74.04,2,1,70.16,0,86.15,0
0,0,89.37,3,2,72.86,99.57,0,0
1,75.43,55.48,3,4,68.97,68.9,65.46,0
1,58.92,73.82,3,2,62.34,64.67,60.12,0
0,0,72.05,1,1,67.65,82.55,0,0
0,0,81.62,1,4,61.91,92.74,0,0
0,0,79.91,1,3,83.14,0,0,87.65
1,25.19,68.13,1,2,60.67,42.07,39.98,0
1,64.76,53.15,3,2,76.64,56.88,62.87,0
0,0,78.07,3,2,81.28,0,87.41,0
1,63.38,61.65,3,3,84.14,54.49,67.98,0
1,66.75,60.53,2,3,53.04,72.22,73.46,0
1,58.99,81.48,3,2,84.87,0,75.12,74.87
1,40.22,60.89,3,2,74.43,0,51.64,55.58
1,54.44,84.03,3,3,65.2,64.71,0,78.54
0,0,73.36,3,2,79.36,84.66,0,0
0,0,73.19,3,2,72.75,0,83.26,0
0,0,73.07,1,3,71.66,0,85.46,0
1,66.79,53.62,1,1,83.99,55.26,0,0
0,0,52.24,3,1,68.88,0,63.29,0
1,53.28,72.16,2,2,56.3,66.5,62.48,0
0,0,75.68,2,3,76.56,0,0,86.74
1,59.65,70.83,2,2,64.52,0,61.04,58.06
1,76.19,61.78,2,4,78.96,72.36,0,76.8
0,0,70.19,3,2,91.98,0,0,78.31
0,0,69.18,2,2,75.07,0,0,79.16
0,0,60.43,1,1,76.27,0,0,70.02
1,31.73,80.14,2,4,67.31,56.46,0,49.74
0,0,52.7,2,4,50.57,0,0,62.53
0,0,75.89,2,1,66.42,0,83.64,0
1,63.29,73.84,2,2,70.91,67.83,0,75.11
1,65.9,80.1,1,3,74.66,0,81.54,71.94
1,45.92,59.95,2,1,65.2,0,52.66,0
1,75.26,71.01,1,3,77.83,79.57,77.34,0
0,0,91.71,2,3,57,0,100,0
1,65.94,76.62,1,4,87.35,77.38,67.09,0
0,0,71.01,3,4,70.86,0,0,78.93
0,0,75.39,1,3,71.42,0,85.27,0
0,0,70.86,1,2,69.02,78.12,0,0
0,0,91.91,2,4,63.78,0,0,97.83
1,50.15,79.84,1,1,87.41,0,69.39,0
1,17.48,69.14,1,3,71.72,0,39.86,51.85
1,91.75,72.52,1,2,69.38,87.68,0,85.51
0,0,66.09,2,2,72.38,74.78,0,0
1,59.46,82.1,3,2,73.26,71.34,69.04,0
0,0,55.94,3,3,80.21,69.29,0,0
0,0,53.95,2,3,66.22,0,0,65.5
1,74.24,84.59,3,4,48.79,80.22,0,87.21
1,37.46,91.53,2,2,84.97,0,57.4,66.65
1,33.33,74.68,2,4,73.36,44.36,0,48.01
1,52.01,71.13,1,1,62.76,68.77,0,0
1,76.36,76.57,2,2,66.56,66.52,0,83.88
1,54.81,63.53,3,4,70.38,53.86,51.57,0
0,0,71.71,2,3,87.06,0,76.38,0
0,0,70.39,1,4,64.21,0,80.77,0
1,76.23,76.27,1,4,69.8,79.24,80.96,0
1,38.33,54.42,3,4,84.23,43.87,0,47.78
1,41.84,64.93,3,1,74.2,48.28,0,0
1,48.17,78.45,3,1,75.39,0,58.08,0
1,76.42,63.24,1,1,63.92,0,69.35,0
1,63.52,60.07,2,2,70.01,64.77,56.02,0
1,91.98,90.42,2,1,80.1,0,100,0
1,74.05,70.38,1,1,59.59,0,82.14,0
1,59.47,64.21,2,3,59.36,0,56,53.55
1,78.98,53.08,2,2,74.56,73.88,0,71.91
0,0,77.29,2,1,73.33,0,0,85.68
0,0,76.99,1,4,69.63,0,91.17,0
0,0,67.01,2,4,80.62,78.85,0,0
0,0,58.98,3,1,80.54,70.2,0,0
1,55.64,69.75,1,3,88.67,71.07,56.78,0
1,79.92,61.64,1,3,72.1,73.63,0,63.61
1,58.48,60.58,2,4,71.84,0,66.72,58.52
0,0,68.97,3,1,65.1,0,80.61,0
1,53.03,59.49,1,1,65.74,0,59.26,0
1,75.33,72.47,2,1,69.08,0,75.46,0
1,51.71,76.08,1,1,70.83,61.62,0,0
1,54.2,61.6,1,4,76.09,53.24,0,51.51
1,52.35,56.32,1,2,62.56,49.03,0,52.92
1,62.76,85.61,3,4,77.29,79.32,74.91,0
1,54.22,60.6,3,4,62.7,47.48,0,50.82
0,0,63.4,3,1,66.94,0,72.72,0
0,0,72.13,3,2,54.42,0,78.43,0
0,0,75.99,3,4,71.99,0,0,85.19
0,0,67.44,3,4,78.84,0,0,80.28
1,72.19,74.61,2,2,62.76,0,64.41,76.21
1,68.81,65.99,3,1,70.79,0,72.23,0
0,0,60.29,3,1,82.82,68.29,0,0
1,47.76,84.26,1,3,64.46,66.51,61.85,0
0,0,94.88,1,2,71.98,100,0,0
0,0,86.96,3,4,72.05,0,0,97.67
1,97.46,71.42,3,2,61.45,86.78,0,88.38
0,0,88.33,1,1,83.66,94.56,0,0
1,68.46,73.56,1,1,52.03,0,71.09,0
0,0,65.23,1,4,64.77,0,0,72.89
1,58.43,74.66,1,4,52.24,0,75.15,70.4
0,0,69.06,1,1,68.13,0,76.27,0
0,0,60.17,1,1,65.01,0,69.78,0
0,0,61.02,1,3,87.03,69.63,0,0
0,0,78.02,2,1,79.08,92.25,0,0
1,58.01,51.53,3,3,65.69,52.79,57.6,0
1,48.51,76.04,3,1,79.17,56.37,0,0
1,68.34,53.7,1,4,65.23,55.57,0,56.67
0,0,48.79,3,1,70.73,0,53.57,0
1,70.8,51.61,1,2,51.62,62,54.92,0
0,0,89.67,2,1,83.44,0,100,0
1,64.55,68.04,2,4,66.02,0,71.61,67.24
0,0,70.87,3,2,57.81,0,81.08,0
0,0,84.19,2,4,70.19,0,94.11,0
0,0,79.34,1,2,62.62,0,85.33,0
0,0,56.08,2,1,78.87,0,65.72,0
1,59.78,78.69,1,4,66.45,67.17,67.71,0
1,72.32,71.84,3,4,67.18,77.35,81.12,0
1,70.06,66.58,1,3,86.14,0,75.97,64.96
0,0,70.24,3,2,67.78,79.75,0,0
1,60.6,82.8,3,1,63.84,0,79.69,0
0,0,61.14,1,4,76.35,0,0,70.2
0,0,74.01,3,3,60.02,0,0,81.29
1,63.99,69.9,3,4,53.36,0,60.31,73.32
1,70.85,52.03,2,4,68.58,0,55.67,63.9
1,60.37,61.98,2,2,70.5,51.83,0,52.46
0,0,71.93,1,2,62.79,82.6,0,0
1,43.46,82.97,1,2,74.77,57.73,0,69.9
1,58.47,80.01,3,2,53.52,0,67.77,65.96
0,0,75.97,2,3,69.5,0,0,84.03
1,87.74,61.85,3,3,67.96,0,80.8,72.33
0,0,88.01,1,1,70.13,0,97.12,0
1,52.51,72.15,1,2,74.94,53.86,65.91,0
1,60.32,59.94,2,2,69.53,0,59.57,55
0,0,68.17,3,2,74.07,0,0,79.27
0,0,78.96,2,2,76.62,0,0,86.85
1,54.52,70.08,1,2,68.12,61.53,0,55.89
1,33.13,78.87,1,2,68.57,0,52.63,46.62
0,0,81.04,2,3,66.3,0,0,88.63
1,55.24,74.01,2,2,67.89,0,59.77,66.97
1,35.51,61.42,3,4,62.26,46.35,0,47.37
1,58.99,71.35,2,4,64.1,70.1,62.27,0
1,82.34,70.45,3,3,68.78,76.54,0,79.7
1,67.82,88.59,1,4,67.28,0,69.25,74.59
1,69.18,53.74,2,1,67.45,68.43,0,0
0,0,68.65,2,3,66.36,79.1,0,0
0,0,64.16,3,1,66,70.15,0,0
1,62.23,73.35,3,4,83.48,0,77.4,65.48
0,0,45.62,3,1,55.53,0,0,54.28
1,66.34,81.15,1,4,70.31,0,65.21,65.58
0,0,70.14,2,3,78.98,77.82,0,0
0,0,51.55,2,3,69.9,58.86,0,0
1,48.63,66.39,3,2,89.14,60.16,0,57.83
1,59.25,76.09,1,4,79.88,75.62,63.72,0
1,46.54,54.09,2,2,77.3,44.56,43.53,0
1,79.69,70.03,1,1,65.19,70.68,0,0
1,47.12,59.43,3,4,70.79,0,62.42,45.85
0,0,64.44,3,4,67.07,75.65,0,0
1,61.12,70.27,1,1,84.56,61.47,0,0
1,43.84,71.83,1,4,70.28,52.91,0,53.76
1,53.63,65.29,1,3,70,52.62,56.41,0
0,0,72.73,1,1,83.97,0,0,80.31
0,0,78.18,1,2,55.41,90.25,0,0
1,71.79,67.21,1,3,48.76,76.37,0,74.72
1,59.14,84.32,3,4,71.54,73.14,74.63,0
0,0,84.62,1,2,65.25,98.21,0,0
1,74.11,65.71,1,3,69.01,61.16,69.63,0
1,66.08,63.62,2,4,74.76,60.64,67.01,0
1,67.47,53.36,3,4,60.77,62.5,50.79,0
0,0,68.73,3,4,51.55,0,79.35,0
0,0,66.37,3,1,65.9,75.17,0,0
0,0,77.79,1,1,72.48,0,88.85,0
1,52.01,54.9,1,4,55.21,50.23,0,52.85
0,0,67.23,1,4,66.1,0,78.64,0
0,0,79.69,1,2,55.73,0,0,86.94
0,0,62.7,2,4,84.03,0,0,74.77
0,0,62.38,1,1,69.55,0,70.21,0
0,0,55.53,1,4,70.38,0,0,62
0,0,96.21,2,4,63.44,100,0,0
1,85.23,62.53,1,3,67.89,0,70.56,73.25
1,47.21,57,1,2,60.09,56.6,45.74,0
1,60.34,61.96,2,4,61.31,0,54.91,56.64
0,0,62.26,1,2,85.74,0,69.06,0
0,0,67.31,1,1,62.89,77.81,0,0
1,47.43,78.25,1,1,75,0,54.64,0
1,51.13,67.02,3,3,81.64,54.31,0,59.78
1,49.98,60.77,1,4,76.96,60.64,0,59.47
0,0,55.49,1,1,58.58,0,62.7,0
1,64.95,70.22,1,4,50.19,74.16,0,71.47
0,0,70.43,3,2,60.43,0,80.78,0
1,80.56,85.31,2,3,84.99,83.06,86.49,0
0,0,70.92,2,4,70.28,0,0,79.47
1,64.87,69.01,1,2,72.13,0,57.19,59.58
1,74.96,59.49,2,2,68.58,70.13,0,69.82
1,60.46,66.94,1,2,63.75,55.07,0,64.02
0,0,65.62,3,4,67.01,0,0,72.68
1,60.77,66.3,2,1,71.93,61.85,0,0
0,0,60.41,3,4,64.44,70.61,0,0
0,0,75.38,2,4,74.33,0,0,86.62
1,55.11,68.58,3,4,78.62,0,62.05,67.98
0,0,68,3,3,60.41,76.57,0,0
1,64.67,52.86,1,3,84.22,57.5,0,57.27
0,0,74.94,1,1,67,0,0,86.42
0,0,74.87,2,1,65.52,0,0,83
1,74.59,61.61,3,1,84.98,0,71.25,0
0,0,79.9,2,1,63.53,0,0,87.5
0,0,56.35,1,2,68.46,0,67.71,0
0,0,69.78,3,2,44.59,0,80.44,0
0,0,67.29,1,1,76.99,75.52,0,0
0,0,56.83,2,2,78.81,0,65.48,0
0,0,71.9,3,4,54.16,0,0,81.46
0,0,87.03,1,2,83.29,0,0,97.63
0,0,70.68,3,4,65.29,0,0,82.35
0,0,65.37,3,1,78.79,0,74.77,0
1,54.78,74.47,2,2,75.02,0,72.48,64.22
0,0,71.06,1,1,68.93,0,82.8,0
1,44.51,70.28,3,3,81.15,0,52.55,52.83
1,53.45,65.74,2,4,56.2,51.98,0,53.05
0,0,84.22,1,3,55.49,0,0,98.2
1,53.91,74.56,2,4,81.62,0,71.72,57.94
1,51.97,64.71,1,1,82.51,62.32,0,0
1,60.38,68.92,3,2,63.48,0,55.34,62.93
0,0,62.59,2,4,50.86,0,0,74.47
0,0,63.92,1,1,75.97,0,0,72.87
1,60.32,63.59,2,4,74.87,0,55.72,67.13
1,61.49,58.66,3,3,70.43,60.64,63.15,0
1,63.41,77.77,3,4,75.05,0,69.04,74.19
1,44.75,67.09,1,3,75.58,0,59.15,53.11
0,0,75.54,1,1,66.68,0,0,85.48
1,64.63,63.3,1,1,58.91,67.67,0,0
0,0,69.4,3,1,85.57,0,75.7,0
1,72.98,62.89,2,2,71.97,66.56,0,67.56
0,0,77.2,1,1,60.27,0,0,86.41
0,0,67.52,2,1,77.2,0,78.04,0
0,0,62.69,3,4,78.13,0,74.8,0
0,0,53.58,2,2,84.19,63.81,0,0
1,70.49,72.76,1,4,74.24,76.17,72.71,0
1,44.08,62.92,1,2,65.53,44.1,49.45,0
1,56.66,69.84,1,4,66.58,59.1,66.57,0
1,47.12,65.08,3,3,81.04,54.19,59.16,0
1,60.76,79.54,3,3,64.9,0,69.78,74.27
0,0,75.44,3,1,86.3,86.85,0,0
1,79.9,74.47,2,3,69.97,74.79,0,71.14
0,0,63.84,1,3,62.61,0,74.2,0
1,60.9,74.66,3,2,71.01,62.6,62.42,0
0,0,87.15,3,4,77.16,0,97.43,0
1,48.57,61.68,1,2,69.89,59.65,62.77,0
0,0,71.72,1,2,77.54,0,78.06,0
1,74.05,53.51,1,3,59.88,0,67.54,69.74
1,52.12,83.99,2,2,68.52,0,72.54,59.95
0,0,66.02,2,4,79.79,0,0,76.87
0,0,77.83,3,3,67.14,0,0,88.9
0,0,52.77,2,2,59.43,0,0,63.25
1,67.08,87.98,3,3,68.76,79.06,0,69.54
1,73.96,66.43,1,2,54.52,79.64,0,70.59
1,57.37,75.46,2,3,66.84,0,59.93,71.12
0,0,71.51,3,3,53.15,0,79.37,0
0,0,67.45,3,4,53.7,0,0,75.05
1,47.15,86.86,2,4,87.24,0,62.27,71.34
0,0,53.52,3,2,72.52,0,0,65.77
0,0,72.99,1,2,81.49,0,0,83.37
1,53.94,79.11,3,2,57.87,0,70.46,68.27
0,0,69.7,1,1,66.39,83.07,0,0
0,0,68.82,2,1,72.41,0,0,78.96
0,0,68.57,2,4,65.19,0,79,0
1,62.85,57.72,3,4,59.87,66.37,0,58.86
0,0,70.38,2,2,68.04,0,79.98,0
1,87.34,75.13,2,2,69.64,75.7,89.17,0
0,0,70.69,1,1,79.66,0,0,80.12
1,42.23,67.28,1,4,68.16,47.13,49.51,0
0,0,65.1,2,2,76.44,72.36,0,0
1,79.94,67.21,2,2,75.11,0,78.88,77.82
1,47.74,82.58,3,4,68.87,72.39,0,70.01
0,0,49.13,1,4,67.99,0,0,64.52
0,0,70.4,2,1,74.6,80.53,0,0
1,29.29,66.72,3,3,76.52,56.07,0,55.58
0,0,84.56,1,1,68.8,0,93.33,0
1,74.51,70.55,3,4,83.75,0,78.42,72.21
0,0,84.85,2,4,40.05,0,0,94.69
1,56.04,48.76,2,2,77.09,52.5,45.58,0
0,0,74.6,2,2,75.93,0,0,83.22
0,0,72.8,1,4,86.27,84.93,0,0
0,0,83.91,1,3,75.3,0,97.58,0
0,0,53.59,2,2,64.1,0,66.72,0
1,79.88,68.45,3,2,55.1,65.59,0,71.42
1,63.08,70.66,2,1,62.03,56.91,0,0
0,0,65.04,2,1,74.73,0,76,0
1,95.09,82.17,1,2,75.5,90.73,0,88.4
