EnrolledElectiveBefore,GradeAvgPrevElec,Grade,Major,Class,GradePerm,Course1,Course2,Course3,Course4,Course5
0,0,61.13,1,3,61.36,0,0,72.59,0,0
1,62.35,60.67,3,4,82.43,0,0,0,64.75,52.89
0,0,82.43,3,2,66.35,0,0,0,0,88.69
1,51.04,78.13,3,4,68.96,0,0,0,67.72,62.06
1,56.43,75.87,1,1,78.33,71.85,0,0,0,0
0,0,64.95,1,4,66.13,0,0,0,0,77.36
1,52.6,61.84,2,3,95.26,0,0,53.05,0,63.21
1,51.86,64.92,2,4,68.84,0,0,63.31,0,57.08
0,0,59.48,1,1,76.99,0,0,65.68,0,0
0,0,94.97,2,4,69.1,0,0,0,100,0
1,71.72,47.55,1,3,62.08,0,0,63.36,0,61.44
0,0,75.64,1,4,73.08,0,0,0,84.39,0
1,28.95,57.15,1,1,77.64,0,42.83,0,0,0
1,66.39,68.96,2,2,73.78,0,0,0,68.31,74.16
1,70.15,60.12,3,4,82.98,0,0,0,58.83,70.27
1,50.44,58.22,2,4,72.66,0,0,53.69,0,46.67
1,54.04,58.6,3,1,69.59,0,59.52,0,0,0
0,0,87.55,2,1,86.69,0,0,98.71,0,0
1,55.53,68.67,3,4,66.52,72.1,0,0,0,60.79
0,0,62.34,3,1,83.12,0,0,0,70.14,0
1,34.86,75.56,1,1,68.88,57.27,0,0,0,0
1,77.28,70.1,2,3,70.52,0,0,0,69.3,71.41
1,76.19,77.2,3,4,60.13,72.17,0,0,0,68.95
1,47.8,51.76,2,4,86.96,0,0,0,57.42,47.16
0,0,73.04,1,2,64.68,0,0,0,0,81.21
1,67.82,77.73,1,2,78.64,79.9,64.64,0,0,0
0,0,53.38,3,1,60.53,0,0,64.7,0,0
0,0,74.48,1,1,73.27,0,0,85.74,0,0
1,55.21,86.96,2,4,61.03,0,0,79.12,80.82,0
1,70.37,69.85,1,2,60.81,0,0,62.21,0,71.14
0,0,78.21,1,4,60.12,0,0,85.03,0,0
1,49.12,76.71,1,4,79.36,0,66.94,0,0,68.33
0,0,62.92,1,4,72.05,0,0,0,0,71.9
1,36.26,70.4,2,2,82.65,52.48,0,0,60.26,0
0,0,54.33,2,4,72.1,0,0,66.27,0,0
0,0,65.49,3,2,59.54,0,0,75.93,0,0
0,0,72.66,1,2,69.25,0,0,0,84.19,0
0,0,77.23,3,1,84.26,0,0,86,0,0
0,0,70.25,3,4,78.21,0,0,0,0,79.18
1,30.96,77.2,2,2,83.29,0,50.94,0,44.82,0
1,62.83,58.97,1,1,76.45,0,58.84,0,0,0
0,0,68.98,1,1,61.97,0,0,0,80.52,0
0,0,70.19,2,2,85.69,0,0,0,79.84,0
0,0,88.5,2,3,67.1,0,0,97.6,0,0
1,61.46,67.86,2,1,68.07,0,72.89,0,0,0
1,65.99,65.01,1,2,74.36,0,0,0,55.96,58.18
0,0,70.21,3,1,60.67,0,0,81.06,0,0
1,89.34,60.81,3,3,58.95,73.96,0,0,0,71.1
0,0,71.93,1,4,83.28,0,0,83.78,0,0
0,0,66.35,3,2,70.21,0,0,77.49,0,0
1,54.14,52.09,1,4,66.38,0,0,0,48.99,44.75
0,0,69.41,1,1,66.97,0,0,0,0,77.16
1,58.26,66.82,2,3,67.11,0,0,0,69.89,59.29
1,29.54,53.68,1,3,79.36,0,0,36.37,0,41.78
1,90.97,69.33,2,1,79.61,0,70.91,0,0,0
1,58.34,84.89,2,2,80.49,0,78.61,68.64,0,0
1,75.3,75.21,3,2,64.68,70.61,0,0,74.68,0
1,49.62,76.12,2,1,67,61.92,0,0,0,0
0,0,56.59,3,3,69.85,0,0,0,0,64.96
1,64.3,74.77,1,4,72.15,69.04,65.28,0,0,0
1,69.13,71.48,3,3,68.07,71.23,0,0,74.25,0
0,0,75.29,3,3,73.53,0,0,0,0,85.99
0,0,74.23,3,3,87.55,0,0,0,0,81.02
1,70.35,56.4,1,1,55.19,61.96,0,0,0,0
0,0,69.59,1,4,75.31,0,0,81.31,0,0
0,0,62.42,2,3,67.78,0,0,76.34,0,0
1,52.78,69.5,1,1,79.36,55.09,0,0,0,0
1,94.56,61.03,2,2,75.31,0,0,0,73.01,78.99
0,0,83.12,1,2,81.24,0,0,0,93.15,0
1,57.96,61.41,3,3,72.44,54.87,0,0,68.42,0
0,0,61.01,2,3,56.4,0,0,69.95,0,0
0,0,70.75,1,4,78.67,0,0,0,0,79.39
1,68.74,59.23,1,3,77.2,0,0,62.21,0,62.16
0,0,65.75,1,2,73.04,0,0,72.49,0,0
0,0,61.7,3,1,57.15,0,0,0,0,71.25
0,0,84.11,2,1,79.39,0,0,0,95.43,0
1,84.87,77.86,2,4,88.22,72.47,84.98,0,0,0
1,58.23,69.43,2,1,81.15,69.71,0,0,0,0
0,0,66.09,1,4,68.99,0,0,78.1,0,0
1,70,79.41,2,3,72.51,68.99,0,0,84.66,0
0,0,74.05,2,1,63.32,0,0,0,84.23,0
0,0,74.98,1,4,74.77,0,0,0,0,86.71
0,0,69.74,1,4,64.65,0,0,0,0,83.2
0,0,53.12,1,3,68.67,0,0,0,0,63.01
0,0,68.88,1,2,85.19,0,0,81.66,0,0
1,57.99,64.68,3,1,75.21,0,64.75,0,0,0
0,0,76.45,3,3,74.21,0,0,0,88.24,0
1,43.1,80.12,2,1,71.93,0,63.72,0,0,0
0,0,63.42,3,2,65.96,0,0,0,0,75.17
1,54.23,74.68,1,1,64.61,73.75,0,0,0,0
1,61.42,87.36,3,4,70.47,0,0,0,82.27,72.39
1,59.37,63.32,1,1,68.55,62.52,0,0,0,0
1,55.7,86.82,3,4,59.23,70.79,0,0,69.2,0
1,59.08,61.47,1,2,52.06,0,0,55.79,55.07,0
0,0,70.23,2,4,68.98,0,0,0,0,78.51
1,49.21,69.89,2,3,77.24,0,0,56.6,54.36,0
1,47.81,70.11,3,4,69.89,0,0,0,67.98,61.64
1,64.12,61.62,1,4,69.38,0,0,70.19,0,68.78
1,46.64,64.09,2,3,83.26,0,0,45.64,0,59.36
0,0,63.32,1,4,72.4,0,0,0,0,72.94
1,55.32,73.27,3,4,66.34,62.63,0,0,61.65,0
1,57.63,73.3,1,3,69.74,0,56.18,63.87,0,0
0,0,92.26,1,4,75.29,0,0,100,0,0
0,0,83.71,3,4,69.3,0,0,0,94.72,0
1,74.15,64.9,2,1,58.54,60.32,0,0,0,0
0,0,73.25,3,1,62,0,0,80.82,0,0
0,0,79.97,1,4,57.73,0,0,0,88.16,0
0,0,70.31,3,3,79.92,0,0,80.47,0,0
0,0,69.3,3,3,72.39,0,0,0,0,81.89
1,20.11,70.52,1,1,86.32,50.07,0,0,0,0
1,69.09,78.67,3,3,63.53,0,0,0,75.22,78.01
0,0,61.52,2,3,75.56,0,0,73.48,0,0
0,0,66.74,2,1,67.23,0,0,74.14,0,0
1,49.74,74.7,3,2,81.54,0,0,56.4,0,67.59
0,0,73.11,1,1,59.03,0,0,0,81.31,0
1,76.03,72.4,3,3,71.79,0,0,0,68.01,73.89
1,53.2,66.3,3,4,73.48,53.07,0,0,57.81,0
1,49.68,79.73,2,3,62.5,72.44,0,0,74.46,0
1,41.79,91.34,2,4,66.3,63.02,0,66.48,0,0
0,0,74.06,1,4,70.45,0,0,85.57,0,0
0,0,68.07,1,4,64.47,0,0,0,76.02,0
0,0,77.56,1,2,93.47,0,0,0,0,87.21
1,62.35,64.61,3,2,68.67,0,0,0,59.59,70.93
0,0,62.5,3,1,62.42,0,0,0,74.84,0
1,65.24,70.33,3,2,69.69,0,0,71.95,0,75.69
1,48.54,44.17,3,4,65.99,0,0,0,41.63,49.34
1,38.43,58.46,1,3,68.85,0,0,45.53,0,54.69
0,0,66.52,1,3,72.46,0,0,80.47,0,0
1,49.66,56.47,1,4,56.52,0,0,61.9,48.31,0
0,0,59.67,3,3,71.46,0,0,70.14,0,0
0,0,65.63,3,3,57.27,0,0,0,78.6,0
1,32.35,53.57,1,2,62.8,0,0,47.83,0,41.34
0,0,65.94,2,4,69.51,0,0,0,0,75.83
1,52.81,64.65,1,3,68.7,0,0,60.15,0,63.5
1,69.31,70.25,3,3,80.16,0,0,0,70.66,73.73
0,0,81.54,3,3,81.17,0,0,0,0,92.84
0,0,71.73,1,4,83.71,0,0,0,0,82.32
1,73.98,70.21,2,4,94.97,0,77.57,0,75.46,0
0,0,70.99,2,1,61.4,0,0,0,82.98,0
1,59.76,72.27,3,1,87.36,0,71.13,0,0,0
0,0,59.83,3,3,63.98,0,0,0,0,70.48
1,57.14,68.85,3,2,72.01,0,0,58.88,71.54,0
0,0,73.09,1,2,66.09,0,0,82.76,0,0
1,55.98,56.29,3,4,79.69,50.87,0,0,50.1,0
0,0,78.66,3,4,73.78,0,0,0,0,88.58
1,64.21,80.81,3,1,74.98,0,65.16,0,0,0
0,0,63.69,2,1,83.98,0,0,0,0,75
0,0,67.59,2,4,82.59,0,0,0,75.37,0
0,0,61.22,3,2,62.46,0,0,75.54,0,0
1,60.74,76.99,2,1,55.7,59.79,0,0,0,0
0,0,59.39,2,1,65.94,0,0,0,70.32,0
1,69.65,67.78,2,3,77.56,0,0,67.29,72.97,0
0,0,61.41,2,2,90.14,0,0,70.11,0,0
1,56.9,70.51,1,3,77.67,62.88,0,0,0,55.44
0,0,52.06,2,1,74.48,0,0,0,0,61.27
0,0,83.26,2,1,73.09,0,0,0,97.18,0
0,0,60.35,2,1,87.7,0,0,0,68.1,0
0,0,70.6,2,1,61.21,0,0,0,82.18,0
0,0,67.87,1,4,65.94,0,0,0,78.07,0
1,60.58,62.38,1,2,76.77,0,0,0,67.12,62.99
0,0,61.12,3,2,76.78,0,0,0,0,72.89
0,0,79.36,2,2,59.93,0,0,88.77,0,0
1,37.92,64.74,2,2,69.41,0,0,48.88,0,44.6
0,0,72.71,3,3,62.11,0,0,82.8,0,0
0,0,61.99,1,3,70.33,0,0,0,0,68.53
0,0,63.53,3,3,84.71,0,0,0,0,68.82
1,56.66,74.72,1,1,87.12,0,66.08,0,0,0
0,0,79.3,3,4,72.35,0,0,87.74,0,0
0,0,68.25,3,2,82.65,0,0,0,78.31,0
1,55.62,55.78,2,4,79.24,0,0,0,47.8,46.84
0,0,89.98,3,2,71.9,0,0,0,0,100
1,72.87,61.43,1,2,62.01,0,0,66.13,0,63.2
0,0,54.58,1,3,71.98,0,0,64.06,0,0
0,0,95.94,3,1,72.27,0,0,100,0,0
1,72.79,65.96,1,1,76.8,74.93,0,0,0,0
1,51.02,55.38,3,4,71.38,61.16,0,0,51.29,0
0,0,63.17,2,1,83.25,0,0,75.12,0,0
0,0,73.68,2,3,60.62,0,0,81.34,0,0
0,0,71.9,2,2,57.21,0,0,0,0,81.56
1,33.47,61.48,2,4,85.93,0,0,39.78,45,0
1,65.33,88.23,3,3,66.82,68.54,0,0,79.31,0
0,0,64.78,1,2,51.08,0,0,0,0,74.52
0,0,58.15,3,1,66.15,0,0,0,70.81,0
0,0,79.61,1,4,77.97,0,0,0,92.5,0
0,0,83.29,3,4,79.6,0,0,94.55,0,0
0,0,61.83,1,2,59.67,0,0,0,0,69.72
1,72,55.99,1,1,65.9,55.1,0,0,0,0
0,0,80.3,3,4,72.97,0,0,0,89.51,0
1,56.5,49.53,2,1,74.81,0,54.89,0,0,0
0,0,57.73,3,1,53.98,0,0,0,0,69.93
0,0,79.67,2,2,62.95,0,0,0,90.64,0
0,0,69.45,3,3,67.59,0,0,0,0,78.4
1,62.13,67.36,1,1,82.76,0,62.65,0,0,0
1,82.8,73.53,2,4,53.12,88.08,87.21,0,0,0
1,85.79,68.47,1,4,61.13,0,0,0,78.6,73.01
0,0,57.01,1,4,100,0,0,0,0,67.29
0,0,82.76,1,4,83.85,0,0,0,0,93.57
1,28.58,83.25,3,2,63.22,0,49.92,63.91,0,0
1,61.86,72.05,1,1,97.59,0,69.56,0,0,0
1,58.05,70.45,3,2,61.6,66.4,0,71.48,0,0
1,61.41,93.4,2,3,82.67,0,0,0,76.56,84.11
0,0,67.24,1,1,58.29,0,0,75.34,0,0
0,0,67.4,2,1,85.63,0,0,81.29,0,0
0,0,73.64,2,1,69.33,0,0,0,85.35,0
1,64.05,84.71,3,3,78.13,0,0,0,77.9,69.94
1,53,85.93,2,2,70.88,0,63.32,67.86,0,0
0,0,67.41,3,1,79.85,0,0,0,0,77.03
1,73.03,73.08,3,1,55.99,0,66.16,0,0,0
0,0,56.22,2,4,80.22,0,0,66.58,0,0
0,0,66.88,2,3,52.09,0,0,0,75.98,0
1,64.72,61.6,2,4,72.26,0,0,63.18,0,57.43
0,0,59.93,3,4,77.23,0,0,0,0,64.31
1,60.08,86.82,3,2,54.33,0,0,69.64,0,78.71
1,72.01,62.08,2,4,60.35,0,0,60.2,68.71,0
1,61.17,64.68,3,3,70.12,57.28,0,0,69.17,0
1,54.07,73.66,2,3,72.4,60.5,0,61.83,0,0
0,0,82.98,3,1,60.93,0,0,0,0,94.98
0,0,74.81,3,2,71.84,0,0,0,83.4,0
0,0,97.59,1,1,67.41,0,0,0,0,100
1,73.14,69.25,1,4,65.36,0,0,0,64.02,63.67
1,58.27,72.59,2,1,65.49,0,62.04,0,0,0
1,66.86,72.76,1,3,64.01,0,61.62,0,73.19,0
0,0,84.35,3,3,66.99,0,0,0,91.47,0
1,48.26,75.07,2,4,49.53,60.94,0,0,55.42,0
1,58.34,68.84,1,1,54.69,53.9,0,0,0,0
1,44.18,60.53,2,3,80.3,0,0,0,56.37,52.34
1,72.3,72.44,2,3,62.08,79,69.92,0,0,0
0,0,84.01,3,2,72.76,0,0,0,91.83,0
0,0,65.9,1,1,54.58,0,0,0,77.41,0
1,65.08,75.29,3,1,83.89,0,66.52,0,0,0
1,90.32,72.46,2,2,64.81,0,0,74.89,85.8,0
0,0,78.64,2,3,61.7,0,0,0,0,89.91
0,0,61.95,2,2,53.68,0,0,0,0,71.42
0,0,93.47,1,2,75.29,0,0,99.42,0,0
1,59.24,57.21,3,2,72.89,0,0,49.46,55.93,0
1,52.24,66.34,3,3,61.52,0,0,0,56.28,57.99
0,0,79.38,1,4,72.11,0,0,0,0,88.46
1,53.41,72.97,3,4,70.11,60.77,0,0,0,72.93
1,62.72,78.3,3,4,77.54,0,0,0,77.8,72.83
1,52.46,65.04,2,2,75.97,0,0,0,66.1,53.71
1,96.19,69.25,2,4,65.83,0,0,86.3,85.93,0
1,45.59,70.12,2,1,74.99,53.23,0,0,0,0
0,0,85.69,1,4,57.01,0,0,0,0,94.32
0,0,76.9,2,3,70.94,0,0,83.72,0,0
0,0,77.97,3,2,59.15,0,0,86.59,0,0
1,29.75,63.42,1,2,72.22,0,0,0,54.4,53.42
0,0,79.69,3,4,71.05,0,0,0,0,91.35
1,55.86,72.26,1,2,64.95,63.56,62.17,0,0,0
0,0,83.89,3,2,70.1,0,0,95.59,0,0
1,86.08,90.14,1,2,65.04,86.62,78.89,0,0,0
1,74.92,66.93,3,2,67.69,0,0,0,61.15,63.78
0,0,65.94,2,1,80.81,0,0,0,0,76.31
0,0,61.36,1,3,70.21,0,0,0,73.53,0
0,0,68.56,3,1,65.94,0,0,78.56,0,0
1,67.44,66.18,3,4,80.65,0,0,0,66.72,72.29
0,0,73.6,3,4,66.88,0,0,0,84.17,0
0,0,68.55,3,2,69.43,0,0,0,84.62,0
1,46.37,66.38,2,2,63.69,0,0,49.09,0,47.41
1,53.64,80.65,2,4,64.9,71.38,0,0,71.59,0
1,72.94,60.62,1,2,70.4,0,0,0,63.72,69.43
1,20.17,74.33,1,1,65.01,0,53.05,0,0,0
0,0,65.94,3,2,74.23,0,0,78.16,0,0
1,68.3,77.24,1,1,66.83,79.25,0,0,0,0
0,0,83.85,3,3,55.55,0,0,0,95.93,0
0,0,66.97,1,1,54.5,0,0,0,0,73.42
0,0,74.41,1,4,71.73,0,0,0,83.19,0
0,0,71.79,3,4,67.4,0,0,0,0,81.31
1,76.5,62.01,2,4,62.67,0,0,70.56,0,78.51
1,79.47,72.41,3,1,75.64,0,71.62,0,0,0
1,100,72.89,2,3,59.85,91.14,84.71,0,0,0
0,0,74.13,1,4,64.9,0,0,0,83.52,0
1,50.12,68.02,2,2,74.03,0,0,59.36,51.35,0
0,0,70.94,3,1,74.7,0,0,0,0,82.6
0,0,58.52,1,3,92.26,0,0,69.75,0,0
1,58.83,66.42,2,1,68.72,68.87,0,0,0,0
1,65.74,75.56,2,1,63.42,65.76,0,0,0,0
1,59.49,78.92,3,3,78.3,67.87,0,0,77.91,0
1,76.45,65.78,1,1,73.6,80.26,0,0,0,0
1,56.49,71.05,1,4,79.3,0,60.43,0,56.4,0
1,54.79,72.28,2,3,66.42,0,0,59.44,71.69,0
0,0,72.01,2,1,86.82,0,0,82.55,0,0
0,0,75.41,2,2,61.62,0,0,0,0,85.55
1,36.48,51.82,1,3,68.22,0,0,0,46.85,52.69
1,42.31,69.51,2,2,61.43,0,0,0,59.25,62.07
1,79.52,72.39,2,1,63.74,0,81.87,0,0,0
1,73.43,60,1,2,79.73,0,0,76.15,57.87,0
1,80.62,86.74,1,3,55.78,0,0,84.38,75,0
1,40.02,71.62,3,1,66.74,0,48.64,0,0,0
1,30.47,85.63,1,3,77.73,0,54.82,0,0,50.93
1,50.1,62.09,1,1,86.82,50.07,0,0,0,0
1,62.64,60.93,3,4,77.2,0,0,0,59.05,65.67
1,67.48,72.24,1,4,64.09,67.84,0,75.36,0,0
0,0,53.21,3,4,69.67,0,0,63.38,0,0
0,0,72.15,1,2,73.68,0,0,0,0,82.15
0,0,70.97,3,2,55.38,0,0,0,79.48,0
0,0,80.16,2,4,58.52,0,0,86.35,0,0
1,46.3,77.01,2,3,70.67,0,55.45,0,63.52,0
1,34.78,65.83,2,3,68.44,0,0,55.29,53.33,0
1,46.67,59.03,3,1,84.33,0,60.59,0,0,0
0,0,87.12,2,3,66.18,0,0,0,0,98.43
1,46.67,62.08,1,3,61.83,0,0,58.96,0,51.71
1,74.05,59.54,3,2,61.95,0,0,65.04,0,60.58
1,81.18,59.15,1,3,64.92,0,0,77.89,0,68.61
1,24.46,81.17,1,3,75.07,48.13,0,54.53,0,0
1,72.96,64.81,1,1,68.3,0,64.8,0,0,0
1,26.41,62.46,3,4,66.92,46.74,0,0,0,36.27
1,66.02,71.38,1,4,66.93,0,69.23,0,77.44,0
0,0,67.93,2,2,77.3,0,0,0,76.43,0
0,0,63.22,3,2,86.49,0,0,74.68,0,0
0,0,77.54,2,1,93.4,0,0,0,86.43,0
0,0,80.65,3,2,72.28,0,0,90.66,0,0
1,56.08,79.85,1,1,70.98,58.28,0,0,0,0
1,57.27,77.67,2,4,73.81,60.59,0,0,0,70.19
0,0,74.03,3,4,62.38,0,0,83.41,0,0
1,58.35,52.24,1,1,73.25,48.1,0,0,0,0
0,0,86.69,1,4,66.45,0,0,96.95,0,0
0,0,73.02,3,3,82.21,0,0,0,84.41,0
1,56.37,76.08,3,3,53.61,61.9,0,0,0,64.99
0,0,81.15,3,4,69.5,0,0,93.77,0,0
1,54.23,84.33,3,1,78.92,0,65.76,0,0,0
0,0,74.18,2,3,56.47,0,0,0,83.67,0
1,76.17,74.36,3,3,77.32,68.12,0,0,0,77.45
0,0,64.01,1,4,70.6,0,0,0,0,75.17
0,0,70.33,2,2,78.25,0,0,82.62,0,0
0,0,61.46,1,2,81.05,0,0,0,0,72.75
0,0,62.8,1,4,69.24,0,0,73.4,0,0
1,61.44,61.06,3,4,47.55,65.98,0,0,0,59.38
1,74.14,68.44,2,3,70.51,0,0,76.97,69.7,0
1,55.99,80.49,3,1,71.93,0,66.5,0,0,0
0,0,100,1,1,68.32,0,0,0,0,100
1,79.47,71.89,3,3,95.94,0,0,0,82.62,80.9
0,0,56.52,3,3,58.6,0,0,0,65.72,0
1,60.31,82.65,3,1,70.25,0,62.76,0,0,0
0,0,66.99,3,2,66.54,0,0,0,80.15,0
0,0,63.39,3,2,60,0,0,0,72.27,0
0,0,72.1,3,1,58.46,0,0,0,0,80.07
0,0,57.59,2,4,73.3,0,0,0,0,68.96
1,62.93,72.22,3,4,73.64,66.32,0,0,65.68,0
1,33.28,69.12,2,3,84.11,0,0,0,51.59,46.2
1,49.06,70.98,3,2,77.86,54.83,0,63.81,0,0
0,0,73.81,2,4,73.27,0,0,0,0,80.05
1,65.32,70.67,1,4,72.41,0,0,0,69.14,69.75
0,0,70.16,2,4,79.97,0,0,0,0,81.68
0,0,72.84,2,1,72.59,0,0,0,82.17,0
1,67.91,74.15,1,3,71.48,75.74,0,0,0,76.45
1,66.81,59.69,3,3,44.17,71.2,0,0,60.88,0
1,32.55,55.7,3,2,61.99,0,0,52.91,34.16,0
0,0,69.38,2,4,70.52,0,0,0,0,76
1,71.52,55.67,3,3,61.47,0,0,0,72.79,55.57
1,68.85,70.88,3,1,74.33,0,73.02,0,0,0
0,0,79.39,1,1,59.52,0,0,0,89.44,0
1,47.92,76.07,3,1,75.87,68.95,0,0,0,0
0,0,59.52,3,4,72.17,0,0,0,0,68.98
1,58.03,61.4,2,1,80.82,0,67.98,0,0,0
1,77,73.28,3,4,74.06,67.38,0,0,82.76,0
0,0,65.99,3,3,64.34,0,0,0,0,77.07
0,0,66.83,2,1,62.09,0,0,74.56,0,0
1,42.9,75.97,2,4,72.84,0,49.48,0,0,55.93
1,71.77,60.13,2,2,77.71,0,0,58.66,58.85,0
0,0,65.99,3,3,70.55,0,0,0,0,77.55
1,52.94,62,3,3,74.13,0,0,0,63.02,58.04
1,56.75,59.57,3,4,63.42,52.06,0,0,0,49.01
1,66.68,61.43,3,4,61.12,61.44,0,0,0,64.83
1,54.11,76.77,3,3,69.12,73.63,0,0,0,60.95
1,14.31,70.52,3,4,65.75,0,0,0,33.98,36.46
1,68.15,61.21,2,1,76.07,67.06,0,0,0,0
0,0,67.69,2,4,73.28,0,0,78.06,0,0
0,0,53.61,3,3,78.66,0,0,60.17,0,0
1,43.74,62.67,1,1,57.59,0,58.62,0,0,0
0,0,91.5,2,4,67.36,0,0,0,0,100
1,65.69,69.1,3,1,72.99,0,60.62,0,0,0
0,0,77.32,2,4,68.02,0,0,0,89.59,0
0,0,69.35,1,3,70.97,0,0,80.09,0,0
1,46.05,73.48,2,3,74.15,50.32,55.85,0,0,0
1,57.32,76.63,2,1,88.5,61.06,0,0,0,0
1,36.74,58.95,2,3,65.63,0,0,47.61,44.28,0
1,66.26,69.69,2,3,53.57,0,0,0,65.74,70.12
1,45.83,85.79,3,1,68.66,0,68.92,0,0,0
0,0,62.04,1,1,79.41,0,0,0,72.87,0
1,38.91,64.34,3,3,61.06,56.38,0,0,47.6,0
1,51.15,66.92,2,1,58.97,50.25,0,0,0,0
1,58.34,72.69,2,1,68.25,60.41,0,0,0,0
0,0,75.25,2,4,69.35,0,0,0,87.26,0
0,0,82.67,1,2,89.98,0,0,0,91.6,0
1,54.31,74.99,1,3,77.04,65.64,62.85,0,0,0
1,33.86,69.38,3,3,51.76,60.63,0,0,48.55,0
0,0,82.59,2,4,70.33,0,0,96.92,0,0
1,69.08,77.04,1,3,74.05,0,0,0,71.37,64.92
1,73.43,55.04,2,3,73.11,0,0,55.8,60.09,0
1,58.02,95.26,3,3,71.89,83.53,0,0,76.08,0
0,0,87.7,3,1,58.22,0,0,0,95.34,0
0,0,68.32,1,3,69.85,0,0,79.71,0,0
0,0,73.78,3,3,76.9,0,0,0,88.98,0
1,79.29,83.24,1,2,62.05,84.86,0,0,0,72.41
0,0,68.28,2,4,79.38,0,0,0,78.12,0
0,0,77.3,1,4,65.44,0,0,0,0,90.12
0,0,81.05,3,1,69.38,0,0,0,0,95.19
0,0,59.85,2,3,73.66,0,0,0,65.01,0
0,0,63.98,3,3,68.56,0,0,0,0,73.19
0,0,79.21,2,3,70.99,0,0,88.82,0,0
1,41.61,74.61,2,3,67.28,62.96,0,0,65.79,0
1,62.75,79.24,2,1,74.61,0,73.72,0,0,0
1,85.06,68.67,2,2,61.46,0,0,83.21,72.51,0
0,0,67.11,3,4,57.89,0,0,0,0,79.85
0,0,50.01,1,2,59.69,0,0,0,61.37,0
1,49.69,58.54,2,3,59.39,0,0,46.81,63.35,0
1,58.24,70.47,3,2,70.19,64.95,0,71.72,0,0
1,66.99,78.25,3,2,83.24,65.92,0,0,0,81.87
0,0,75.31,3,4,74.18,0,0,0,83.76,0
1,53.19,68.72,1,2,73.02,0,0,60.87,0,56.74
0,0,67.28,3,2,74.72,0,0,0,78.42,0
1,46.23,72.17,3,2,63.39,0,60.59,57.97,0,0
0,0,70.78,1,1,67.87,0,0,0,0,79.22
1,72.3,84.05,3,1,50.01,71.55,0,0,0,0
1,80.4,71.46,3,1,64.74,0,72.05,0,0,0
1,58.64,55.19,1,2,59.48,0,0,57.33,0,49
0,0,57.27,1,1,61.41,0,0,0,0,64.39
1,75.52,85.19,1,2,53.38,88.72,81.94,0,0,0
0,0,58.29,2,2,62.92,0,0,67.66,0,0
0,0,77.64,1,1,76.08,0,0,86.78,0,0
1,55.43,67.32,2,3,65.84,0,0,55.74,0,55.32
0,0,68.3,2,2,67.24,0,0,75.46,0,0
1,58.92,68.66,1,2,56.29,0,0,0,56.66,59.36
0,0,82.21,2,4,67.32,0,0,0,92.95,0
0,0,68.07,3,1,70.25,0,0,81.12,0,0
1,64.3,69.67,3,4,56.22,74.75,0,0,58.41,0
0,0,54.69,1,2,55.67,0,0,0,0,62.95
0,0,72.07,2,4,58.15,0,0,0,0,79.14
0,0,75.31,3,2,59.57,0,0,0,85.66,0
0,0,72.39,2,4,64.67,0,0,0,0,82.52
0,0,83.98,2,2,65.99,0,0,0,97.54,0
0,0,70.55,3,1,61.41,0,0,0,84.24,0
0,0,72.99,1,4,88.23,0,0,84.4,0,0
0,0,86.49,2,4,79.21,0,0,0,95.15,0
0,0,54.5,3,3,61.84,0,0,0,0,62.32
1,46.01,65.44,1,3,89.05,0,0,55.24,0,61.9
