data,fold,depth,min_samples_leaf,min_samples_split,prediction_method,prediction_method_leaf,evaluation_method,mse,nof_infeasibilities,training_duration
cars,4,3,5,10,mean,optimal,mse,9491732.27069976,0,15.6453430652618
cars,4,3,5,10,mean,optimal,mse,9491732.27069976,0,15.6453430652618
cars,4,3,5,10,medoid,medoid,mse,9365835.8224873,0,25.2917718887329
cars,4,3,5,10,medoid,medoid,mse,9365835.8224873,0,25.2917718887329
cars,4,3,5,10,medoid,optimal,mse,9415990.18058712,0,23.5378746986389
cars,4,3,5,10,medoid,optimal,mse,9415990.18058712,0,23.5378746986389
cars,4,3,5,10,optimal,medoid,mse,9525152.0524873,0,91.9097683429718
cars,4,3,5,10,optimal,medoid,mse,9525152.0524873,0,91.9097683429718
cars,4,3,5,10,optimal,optimal,mse,9491732.27069976,0,96.3458847999573
cars,4,3,5,10,optimal,optimal,mse,9491732.27069976,0,96.3458847999573
cars,4,3,5,10,sklearn,sklearn,sklearn,10098523.3284132,0,0.009090662002563
cars,4,3,5,10,sklearn,sklearn,sklearn,10098523.3284132,0,0.009090662002563
cars,4,3,5,10,sklearn,sklearn,sklearn,10098523.3284132,0,0.003057479858398
cars,4,3,5,10,sklearn,sklearn,sklearn,10098523.3284132,0,0.003044605255127
cars,4,3,5,10,sklearn,sklearn,sklearn,10098523.3284132,0,0.002856731414795
cars,4,6,5,10,lagrangian,lagrangian,mse,9730824.12763287,91,133.986785888672
cars,4,6,5,10,lagrangian,medoid,mse,10290089.0629408,0,130.368904352188
cars,4,6,5,10,lagrangian,optimal,mse,9730824.4426329,0,130.261969089508
cars,4,6,5,10,mean,medoid,mse,10290089.0629408,0,1.09722208976746
cars,4,6,5,10,mean,optimal,mse,9730824.4426329,0,1.18196129798889
cars,4,6,5,10,medoid,medoid,mse,9424612.9924873,0,13.6649432182312
cars,4,6,5,10,medoid,optimal,mse,9504216.00655389,0,13.8208093643188
cars,4,6,5,10,optimal,medoid,mse,10290089.0629408,0,104.741921663284
cars,4,6,5,10,optimal,optimal,mse,9730824.4426329,0,103.5555768013
cars,4,6,5,10,sklearn,sklearn,sklearn,11891606.6157655,0,0.003029108047485
cars,4,6,5,10,sklearn,sklearn,sklearn,11891606.6157655,0,0.003774166107178
cars,4,6,5,10,sklearn,sklearn,sklearn,11891606.6157655,0,0.003638029098511
cars,4,6,5,10,sklearn,sklearn,sklearn,11891606.6157655,0,0.003766059875488
cars,4,9,5,10,lagrangian,lagrangian,mse,10338897.9522159,71,160.96856212616
cars,4,9,5,10,lagrangian,medoid,mse,10671392.9679408,0,148.122885465622
cars,4,9,5,10,lagrangian,optimal,mse,10338898.207216,0,150.557842493057
cars,4,9,5,10,mean,medoid,mse,10671392.9679408,0,1.41608309745789
cars,4,9,5,10,mean,optimal,mse,10338898.207216,0,1.46793961524963
cars,4,9,5,10,medoid,medoid,mse,9769091.7524873,0,16.7587718963623
cars,4,9,5,10,medoid,optimal,mse,10094387.3791044,0,18.4216496944428
cars,4,9,5,10,optimal,medoid,mse,10671392.9679408,0,135.188652038574
cars,4,9,5,10,optimal,optimal,mse,10338898.207216,0,135.897663831711
cars,4,9,5,10,sklearn,sklearn,sklearn,12651072.5786226,0,0.003433227539063
cars,4,9,5,10,sklearn,sklearn,sklearn,12651072.5786226,0,0.004388332366943
cars,4,9,5,10,sklearn,sklearn,sklearn,12651072.5786226,0,0.004241943359375
cars,4,9,5,10,sklearn,sklearn,sklearn,12651072.5786226,0,0.005693197250366
cars,4,12,5,10,lagrangian,lagrangian,mse,10402567.3108949,60,159.943097829819
cars,4,12,5,10,lagrangian,medoid,mse,10741918.6429408,0,160.55860710144
