data,fold,depth,min_samples_leaf,min_samples_split,prediction_method,prediction_method_leaf,evaluation_method,mse,mse gap,nof_infeasibilities,training_duration,use_brute_force,use_hashmaps,use_initial_solution,RF_n_estimators
synthetic_manifold_df_size_2000_targets_5_seed_0,3,5,5,10,mean,optimal,mse,0.472194168,0.025784585,0,0.742121458,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,3,5,5,10,mean,optimal,mse,0.407873498,-0.113944274,0,10.66277337,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_0,3,5,5,10,optimal,optimal,mse,0.469765421,0.020508426,0,30.19345403,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,3,5,5,10,optimal,optimal,mse,0.408669203,-0.1122157,0,367.4486938,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_0,3,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.469765421,0.020508426,0,366.5046251,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,4,5,5,10,sklearn,sklearn,sklearn,0.448670691,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_5_seed_0,4,5,5,10,mean,optimal,mse,0.479592033,0.068917678,0,0.747075319,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,4,5,5,10,mean,optimal,mse,0.414742439,-0.075619496,0,10.79371119,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_0,4,5,5,10,optimal,optimal,mse,0.478484893,0.066450077,0,30.36677694,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,4,5,5,10,optimal,optimal,mse,0.411881632,-0.081995682,0,369.5801916,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_0,4,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.483675101,0.078018045,0,359.667769,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,0,5,5,10,sklearn,sklearn,sklearn,0.184989815,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_5_seed_1,0,5,5,10,mean,optimal,mse,0.393856784,1.1290728,0,0.739170551,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,0,5,5,10,mean,optimal,mse,0.436324991,1.358643313,0,10.90473294,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_1,0,5,5,10,optimal,optimal,mse,0.395548257,1.138216403,0,31.47572637,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,0,5,5,10,optimal,optimal,mse,0.430542132,1.327382896,0,377.3809745,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_1,0,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.419031806,1.26516149,0,374.8229513,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,1,5,5,10,sklearn,sklearn,sklearn,0.209022845,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_5_seed_1,1,5,5,10,mean,optimal,mse,0.461181086,1.206366899,0,0.706439972,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,1,5,5,10,mean,optimal,mse,0.495479601,1.370456692,0,10.67690921,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_1,1,5,5,10,optimal,optimal,mse,0.460821688,1.204647483,0,31.61136246,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,1,5,5,10,optimal,optimal,mse,0.491793133,1.352820015,0,387.8702512,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_1,1,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.455461007,1.179001093,0,291.7068722,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,2,5,5,10,sklearn,sklearn,sklearn,0.184085966,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_5_seed_1,2,5,5,10,mean,optimal,mse,0.391882619,1.128802248,0,0.764762163,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,2,5,5,10,mean,optimal,mse,0.429568131,1.333519167,0,10.75394058,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_1,2,5,5,10,optimal,optimal,mse,0.392170835,1.130367906,0,31.58902454,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,2,5,5,10,optimal,optimal,mse,0.420134007,1.282270697,0,383.6328154,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_1,2,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.39657236,1.154278065,0,386.1112685,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,3,5,5,10,sklearn,sklearn,sklearn,0.178307145,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_5_seed_1,3,5,5,10,mean,optimal,mse,0.405154576,1.272228495,0,0.772398233,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,3,5,5,10,mean,optimal,mse,0.437203921,1.451970846,0,10.57517934,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_1,3,5,5,10,optimal,optimal,mse,0.408380909,1.290322741,0,31.77825117,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,3,5,5,10,optimal,optimal,mse,0.434873788,1.43890276,0,382.23545,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_1,3,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.417095659,1.339197671,0,371.2326729,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,4,5,5,10,sklearn,sklearn,sklearn,0.181746594,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_5_seed_1,4,5,5,10,mean,optimal,mse,0.40997543,1.255753026,0,0.816583633,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,4,5,5,10,mean,optimal,mse,0.44767146,1.463162856,0,10.50837302,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_1,4,5,5,10,optimal,optimal,mse,0.418194258,1.300974388,0,31.94243932,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_1,4,5,5,10,optimal,optimal,mse,0.445821707,1.452985211,0,383.1011338,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_1,4,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.424878161,1.337750332,0,290.4587886,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,0,5,5,10,sklearn,sklearn,sklearn,0.457618849,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_5_seed_2,0,5,5,10,mean,optimal,mse,0.623131954,0.36168332,0,0.778441191,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,0,5,5,10,mean,optimal,mse,0.597073333,0.304739379,0,10.23423529,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_2,0,5,5,10,optimal,optimal,mse,0.565188094,0.235062969,0,30.27765822,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,0,5,5,10,optimal,optimal,mse,0.57986302,0.267130979,0,367.3456116,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_2,0,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.62175736,0.358679524,0,473.6765018,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,1,5,5,10,sklearn,sklearn,sklearn,0.419824822,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_5_seed_2,1,5,5,10,mean,optimal,mse,0.622451304,0.482645313,0,0.743314028,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,1,5,5,10,mean,optimal,mse,0.640253722,0.525049708,0,10.23543644,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_2,1,5,5,10,optimal,optimal,mse,0.587613837,0.399664351,0,30.63444805,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,1,5,5,10,optimal,optimal,mse,0.617813582,0.47159851,0,367.8986259,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_2,1,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.604585207,0.440089236,0,294.7131038,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,2,5,5,10,sklearn,sklearn,sklearn,0.456568844,0.0,400,0.003047466,,,,
synthetic_manifold_df_size_2000_targets_5_seed_2,2,5,5,10,mean,optimal,mse,0.688645956,0.508306941,0,0.760468006,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,2,5,5,10,mean,optimal,mse,0.679631424,0.48856286,0,10.26955605,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_2,2,5,5,10,optimal,optimal,mse,0.665907332,0.458503665,0,30.71645331,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,2,5,5,10,optimal,optimal,mse,0.672369144,0.47265665,0,367.3402898,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_2,2,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.70126925,0.535955113,0,431.3770702,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,3,5,5,10,sklearn,sklearn,sklearn,0.434070447,0.0,400,0.015679359,,,,
synthetic_manifold_df_size_2000_targets_5_seed_2,3,5,5,10,mean,optimal,mse,0.653907233,0.506454164,0,0.726516008,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,3,5,5,10,mean,optimal,mse,0.638705145,0.471431997,0,10.21161294,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_2,3,5,5,10,optimal,optimal,mse,0.641775963,0.478506465,0,30.41396976,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,3,5,5,10,optimal,optimal,mse,0.621822826,0.432538957,0,367.987159,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_2,3,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.660427747,0.52147595,0,390.6968329,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,4,5,5,10,sklearn,sklearn,sklearn,0.432042909,0.0,400,0.004016161,,,,
synthetic_manifold_df_size_2000_targets_5_seed_2,4,5,5,10,mean,optimal,mse,0.659916711,0.527433264,0,0.684977531,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,4,5,5,10,mean,optimal,mse,0.655117206,0.516324403,0,10.65901017,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_2,4,5,5,10,optimal,optimal,mse,0.636466081,0.47315479,0,30.17034793,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_2,4,5,5,10,optimal,optimal,mse,0.633271802,0.465761359,0,366.0511365,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_2,4,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.678424999,0.570272268,0,366.3527122,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,0,5,5,10,sklearn,sklearn,sklearn,0.722696093,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_9_seed_0,0,5,5,10,mean,optimal,mse,0.973143399,0.346545813,0,0.823954344,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,0,5,5,10,mean,optimal,mse,0.901869526,0.247923622,0,12.68019056,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_0,0,5,5,10,optimal,optimal,mse,0.924054435,0.278621047,0,51.06594992,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,0,5,5,10,optimal,optimal,mse,0.888673157,0.229663707,0,610.6474905,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_0,0,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.985098476,0.363088144,0,685.1136467,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,1,5,5,10,sklearn,sklearn,sklearn,0.682836369,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_9_seed_0,1,5,5,10,mean,optimal,mse,0.966160275,0.414922108,0,0.791408539,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,1,5,5,10,mean,optimal,mse,0.931823665,0.364636839,0,12.5427351,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_0,1,5,5,10,optimal,optimal,mse,0.947044282,0.386927124,0,52.89910793,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,1,5,5,10,optimal,optimal,mse,0.906401914,0.327407201,0,659.8036716,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_0,1,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.036819335,0.518400867,0,702.1278782,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,2,5,5,10,sklearn,sklearn,sklearn,0.689434286,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_9_seed_0,2,5,5,10,mean,optimal,mse,0.954985196,0.385172184,0,0.787293196,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,2,5,5,10,mean,optimal,mse,0.906226361,0.314449221,0,12.33490586,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_0,2,5,5,10,optimal,optimal,mse,0.935110989,0.356345351,0,51.99670267,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,2,5,5,10,optimal,optimal,mse,0.893350332,0.295772997,0,616.6908143,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_0,2,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.03849703,0.506303139,0,714.8296411,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,3,5,5,10,sklearn,sklearn,sklearn,0.685812384,0.0,400,0.004015207,,,,
synthetic_manifold_df_size_2000_targets_9_seed_0,3,5,5,10,mean,optimal,mse,0.946875595,0.380662724,0,0.845166206,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,3,5,5,10,mean,optimal,mse,0.900207172,0.312614343,0,12.4539144,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_0,3,5,5,10,optimal,optimal,mse,0.928408716,0.353735712,0,51.54472089,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,3,5,5,10,optimal,optimal,mse,0.88048418,0.283855759,0,612.6218729,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_0,3,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.062690373,0.549535116,0,720.3187184,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,4,5,5,10,sklearn,sklearn,sklearn,0.709404528,0.0,400,0.006026268,,,,
synthetic_manifold_df_size_2000_targets_9_seed_0,4,5,5,10,mean,optimal,mse,0.972087892,0.370287126,0,0.941669464,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,4,5,5,10,mean,optimal,mse,0.896383763,0.263572092,0,12.43936539,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_0,4,5,5,10,optimal,optimal,mse,0.917752277,0.293693853,0,51.40496922,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_0,4,5,5,10,optimal,optimal,mse,0.884732358,0.247147887,0,614.5095534,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_0,4,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.977645425,0.378121208,0,672.4244723,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,0,5,5,10,sklearn,sklearn,sklearn,0.332129783,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_9_seed_1,0,5,5,10,mean,optimal,mse,0.56096997,0.689008328,0,0.84997654,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,0,5,5,10,mean,optimal,mse,0.53555659,0.612491915,0,12.44388199,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_1,0,5,5,10,optimal,optimal,mse,0.545422302,0.642196302,0,52.29507542,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,0,5,5,10,optimal,optimal,mse,0.524866926,0.580306712,0,636.861923,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_1,0,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.538953803,0.622720485,0,756.6697505,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,1,5,5,10,sklearn,sklearn,sklearn,0.341498234,0.0,400,0.003749847,,,,
synthetic_manifold_df_size_2000_targets_9_seed_1,1,5,5,10,mean,optimal,mse,0.594402877,0.740573795,0,0.831404686,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,1,5,5,10,mean,optimal,mse,0.559749232,0.639098469,0,12.95805073,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_1,1,5,5,10,optimal,optimal,mse,0.592820372,0.735939788,0,52.39728713,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,1,5,5,10,optimal,optimal,mse,0.553483586,0.620750948,0,636.1535139,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_1,1,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.641803567,0.879375948,0,646.4061279,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,2,5,5,10,sklearn,sklearn,sklearn,0.326682215,0.0,400,0.003113508,,,,
synthetic_manifold_df_size_2000_targets_9_seed_1,2,5,5,10,mean,optimal,mse,0.548420842,0.678759405,0,0.841008425,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,2,5,5,10,mean,optimal,mse,0.522328086,0.598887423,0,12.48224282,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_1,2,5,5,10,optimal,optimal,mse,0.539493854,0.651433192,0,52.27400327,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,2,5,5,10,optimal,optimal,mse,0.508528191,0.556644858,0,634.9407129,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_1,2,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.553672464,0.694835036,0,640.2705832,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,3,5,5,10,sklearn,sklearn,sklearn,0.317453494,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_9_seed_1,3,5,5,10,mean,optimal,mse,0.537496815,0.693151362,0,0.862043858,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,3,5,5,10,mean,optimal,mse,0.517138775,0.629022156,0,12.87027788,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_1,3,5,5,10,optimal,optimal,mse,0.538419533,0.696057987,0,51.49478555,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,3,5,5,10,optimal,optimal,mse,0.506695734,0.596125872,0,630.5268264,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_1,3,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.672438387,1.11822645,0,639.8877442,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,4,5,5,10,sklearn,sklearn,sklearn,0.317101405,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_9_seed_1,4,5,5,10,mean,optimal,mse,0.547722803,0.727279647,0,0.837536573,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,4,5,5,10,mean,optimal,mse,0.515936475,0.627039383,0,12.50220656,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_1,4,5,5,10,optimal,optimal,mse,0.546621289,0.723805952,0,52.34552503,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_1,4,5,5,10,optimal,optimal,mse,0.508757109,0.604398783,0,660.6048751,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_1,4,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.587152957,0.851625214,0,698.2183428,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,0,5,5,10,sklearn,sklearn,sklearn,0.701334248,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_9_seed_2,0,5,5,10,mean,optimal,mse,1.346910899,0.920497828,0,0.811474323,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,0,5,5,10,mean,optimal,mse,1.311311327,0.869738048,0,12.67456555,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_2,0,5,5,10,optimal,optimal,mse,1.320495782,0.882833737,0,50.89438772,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,0,5,5,10,optimal,optimal,mse,1.293307972,0.844067899,0,651.4192135,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_2,0,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.4360416,1.047585163,0,649.8773286,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,1,5,5,10,sklearn,sklearn,sklearn,0.64961135,0.0,400,0.01571393,,,,
synthetic_manifold_df_size_2000_targets_9_seed_2,1,5,5,10,mean,optimal,mse,1.317751717,1.028523235,0,0.836777925,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,1,5,5,10,mean,optimal,mse,1.291362082,0.987899507,0,12.33404636,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_2,1,5,5,10,optimal,optimal,mse,1.305787257,1.01010536,0,51.56994939,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,1,5,5,10,optimal,optimal,mse,1.275533567,0.963533376,0,634.488616,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_2,1,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.397292539,1.150966943,0,659.4290931,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,2,5,5,10,sklearn,sklearn,sklearn,0.696403226,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_9_seed_2,2,5,5,10,mean,optimal,mse,1.364865522,0.95987823,0,0.848786831,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,2,5,5,10,mean,optimal,mse,1.332096703,0.912823854,0,12.28293681,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_2,2,5,5,10,optimal,optimal,mse,1.329046099,0.90844334,0,51.69738078,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,2,5,5,10,optimal,optimal,mse,1.311568435,0.883346295,0,630.1877358,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_2,2,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.367245209,0.963295341,0,659.6279187,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,3,5,5,10,sklearn,sklearn,sklearn,0.670282497,0.0,400,0.0,,,,
synthetic_manifold_df_size_2000_targets_9_seed_2,3,5,5,10,mean,optimal,mse,1.297803724,0.936204107,0,0.819841623,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,3,5,5,10,mean,optimal,mse,1.264206782,0.886080551,0,12.62669444,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_2,3,5,5,10,optimal,optimal,mse,1.291779344,0.927216284,0,51.5505383,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,3,5,5,10,optimal,optimal,mse,1.257182385,0.875600796,0,632.5033097,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_2,3,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.355537702,1.022337905,0,665.0172644,False,False,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,4,5,5,10,sklearn,sklearn,sklearn,0.702901366,0.0,400,0.003748894,,,,
synthetic_manifold_df_size_2000_targets_9_seed_2,4,5,5,10,mean,optimal,mse,1.365799863,0.943088931,0,1.034338713,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,4,5,5,10,mean,optimal,mse,1.337098988,0.902256921,0,12.98719001,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_2,4,5,5,10,optimal,optimal,mse,1.327978422,0.889281323,0,51.31423402,True,True,False,
synthetic_manifold_df_size_2000_targets_9_seed_2,4,5,5,10,optimal,optimal,mse,1.312847015,0.867754252,0,631.0629737,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_9_seed_2,4,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.339616304,0.905838244,0,596.9434865,False,False,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,0,7,5,10,sklearn,sklearn,sklearn,0.414209435,0.0,400,0.006023645,,,,
synthetic_manifold_df_size_2000_targets_5_seed_0,0,7,5,10,mean,optimal,mse,0.431185757,0.040984876,0,1.413537025,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,0,7,5,10,mean,optimal,mse,0.369337671,-0.108331101,0,19.78912854,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_0,0,7,5,10,optimal,optimal,mse,0.4220169,0.018849075,0,43.74048805,True,True,False,
synthetic_manifold_df_size_2000_targets_5_seed_0,0,7,5,10,optimal,optimal,mse,0.357959168,-0.13580151,0,512.9499738,True,True,False,20.0
synthetic_manifold_df_size_2000_targets_5_seed_0,0,7,5,10,sing-depthMIP,sing-depthMIP,mse,0.4220169,0.018849076,0,354.284862,False,False,False,
